Series Name,"Series Code","Country Name","Country Code","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]"
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.MA.ZS","British Virgin Islands","VGB","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.MA.ZS","Virgin Islands (U.S.)","VIR","63.3680000305176","62.8580017089844","62.0050010681152","61.0740013122559","54.7159996032715","55.3050003051758","56.1959991455078","57.1199989318848","57.7900009155273","58.0699996948242","57.9589996337891","57.423999786377","56.632999420166","55.8930015563965","55.443000793457","55.5019989013672","55.9280014038086","56.5250015258789","57.0029983520508","57.2799987792969","57.4440002441406"
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.MA.ZS","Vietnam","VNM","72.3710021972656","71.4919967651367","70.8820037841797","70.4000015258789","69.6569976806641","68.9929962158203","68.3190002441406","67.5859985351563","66.7799987792969","65.9720001220703","65.2310028076172","64.4459991455078","63.8790016174316","63.4360008239746","63.3079986572266","63.3129997253418","63.4620018005371","63.6559982299805","63.5509986877441","63.6969985961914","63.5979995727539"
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.MA.ZS","Vanuatu","VUT","75.3789978027344","74.4830017089844","73.5800018310547","72.6859970092773","71.8030014038086","70.9670028686523","70.161003112793","69.3509979248047","68.4899978637695","67.5510025024414","66.6330032348633","65.7770004272461","65.0070037841797","64.2330017089844","64.4499969482422","64.2809982299805","63.8619995117188","63.4080009460449","62.9500007629395","62.7000007629395","62.5550003051758"
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.MA.ZS","World","WLD","64.2686114751493","63.5779529158257","62.6445923872063","62.7126540544724","62.0185144732467","61.3147631035952","60.5779360533195","59.9577138599636","59.7093969661377","59.4403301969363","58.6812416057233","57.894510026132","57.3276773393717","56.5084353476033","55.6091066034074","55.1047040035636","54.6702585668239","54.2895921834753","53.9236908846809","53.9289579652715","53.9120728090476"
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.MA.ZS","Samoa","WSM","55.4300003051758","54.9379997253418","54.1030006408691","52.9020004272461","51.5209999084473","50.8740005493164","50.1679992675781","49.2299995422363","48.0019989013672","46.5890007019043","45.5929985046387","44.4669990539551","43.1910018920898","41.867000579834","40.5999984741211","39.5769996643066","39.7249984741211","40.2210006713867","40.3139991760254","40.5810012817383","40.9490013122559"
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.MA.ZS","Kosovo","XKX","","","","","","","","","","","","","","","","","","","","",""
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.MA.ZS","Yemen, Rep.","YEM","50.5050010681152","51.3790016174316","52.2669982910156","53.1080017089844","53.0369987487793","52.9039993286133","52.8079986572266","52.7799987792969","52.6500015258789","52.3499984741211","52.3549995422363","52.3470001220703","52.3170013427734","52.3219985961914","51.9070014953613","52.2130012512207","52.5779991149902","52.951000213623","53.2589988708496","53.4210014343262","53.4990005493164"
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.MA.ZS","South Africa","ZAF","37.326000213623","36.5610008239746","35.6020011901855","34.5410003662109","33.4949989318848","32.6110000610352","32.9189987182617","31.0550003051758","29.8190002441406","31.4139995574951","31.6800003051758","32.3680000305176","33.8460006713867","31.2180004119873","29.1509990692139","27.6580009460449","27.6100006103516","27.7049999237061","27.4689998626709","27.6429996490479","27.9899997711182"
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.MA.ZS","Zambia","ZMB","68.7099990844727","68.8270034790039","69.015998840332","69.2689971923828","69.5739974975586","69.9059982299805","70.2720031738281","70.6520004272461","71.0189971923828","71.3440017700195","66.9300003051758","62.2200012207031","57.2569999694824","56.2330017089844","55.0859985351563","57.2369995117188","59.2159996032715","58.9700012207031","58.7029991149902","58.5540008544922","58.4000015258789"
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.MA.ZS","Zimbabwe","ZWE","58.3170013427734","58.4269981384277","58.7760009765625","59.1720008850098","64.5110015869141","69.8010025024414","74.9029998779297","79.5930023193359","83.7080001831055","83.2170028686523","82.7009963989258","82.1439971923828","81.5500030517578","80.9229965209961","80.2600021362305","79.5640029907227","78.4329986572266","77.1699981689453","75.9560012817383","75.8460006713867","75.7350006103516"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Aruba","ABW","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Afghanistan","AFG","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Angola","AGO","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Albania","ALB","","","","","","","","","","","","","","","","74.0599975585938","73.8199996948242","74.8199996948242","74.75","72.3300018310547",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Andorra","AND","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Arab World","ARB","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","United Arab Emirates","ARE","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Argentina","ARG","","","","","","","","","","","","","79.8899993896484","69.2600021362305","67.0699996948242","66.8600006103516","66.129997253418","77.9300003051758","66.9000015258789","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Armenia","ARM","","","","","","","","","","","","","","","","63","63.060001373291","62.810001373291","35.7299995422363","69.8199996948242",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","American Samoa","ASM","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Antigua and Barbuda","ATG","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Australia","AUS","","","","","","","","","","","","","","82.5899963378906","81.879997253418","82.2900009155273","82.4400024414063","78.25","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Austria","AUT","79.8600006103516","79.5699996948242","79.379997253418","75.4899978637695","76.8499984741211","76.5299987792969","75.3499984741211","76.4899978637695","73.0999984741211","76.6900024414063","77.3199996948242","77.5199966430664","75.5199966430664","76.4000015258789","74.5999984741211","76.5199966430664","77.7600021362305","78.1399993896484","77.5100021362305","77.3199996948242",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Azerbaijan","AZE","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Burundi","BDI","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Belgium","BEL","78.0899963378906","78.0699996948242","77.1999969482422","79.3600006103516","78.7300033569336","77.5","76.8600006103516","77.120002746582","77.6800003051758","76.9100036621094","76.5800018310547","77.6500015258789","77.0199966430664","76.7600021362305","75.879997253418","75.1100006103516","75.129997253418","74.7900009155273","75.0800018310547","74.2900009155273",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Benin","BEN","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Burkina Faso","BFA","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bangladesh","BGD","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","","","","","74.6500015258789","73.25","73.1500015258789","72.7099990844727","73.7900009155273","72.0699996948242","73.3300018310547","74.1699981689453","74.8199996948242","73.7900009155273","74.0699996948242","72.9000015258789","72.7900009155273","72.6600036621094","72.2300033569336","73.0599975585938",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bahrain","BHR","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bahamas, The","BHS","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bosnia and Herzegovina","BIH","","","","","","","","","","","","","","","","","","","77.5500030517578","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Belarus","BLR","","","","","","","","","","","","","","30.7700004577637","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Belize","BLZ","","","","","","","","","","","","","","","","","85.3300018310547","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bermuda","BMU","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bolivia","BOL","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","","","","","","","","","","","","","","82.2099990844727","","80.5899963378906","80.4899978637695","80","80.4199981689453","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Barbados","BRB","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brunei Darussalam","BRN","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bhutan","BTN","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Botswana","BWA","","","","","","","","","","","","","","","69.620002746582","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Central African Republic","CAF","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","75.5999984741211","73.7689971923828","60.9500007629395","74.1320037841797","74.2369995117188","74.4729995727539","63.5099983215332","75.370002746582","63.939998626709","74.7180023193359","74.4520034790039","74.7129974365234","74.4810028076172","75.0550003051758","74.3669967651367","74.0820007324219","74.1289978027344","73.7170028686523","73.1360015869141","72.9309997558594","72.7610015869141"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Central Europe and the Baltics","CEB","","80.5743467707799","80.6650676130045","79.2840094571986","78.6481869383434","77.7936996419391","77.6680215768134","77.5570834377338","78.0321918670701","77.9291397306166","78.2782803366777","77.9583628259999","77.6998860981869","77.5839522514703","77.113171056456","76.5613720203544","76.2655451585002","76.1067020282714","75.9967533328392","76.4273366094441",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Switzerland","CHE","77.3499984741211","81.0999984741211","78.7200012207031","77.4800033569336","76.7399978637695","79.870002746582","79.5800018310547","80.0500030517578","79.9599990844727","81.1699981689453","80.8300018310547","80.5899963378906","81.1699981689453","81.370002746582","78.870002746582","78.6800003051758","79.8399963378906","80.4599990844727","80.4199981689453","80.3199996948242","83.7600021362305"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Channel Islands","CHI","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","","","","","","","","","","","","","","","64.5999984741211","65.5199966430664","63.1300010681152","65.8399963378906","64.6800003051758","69.7799987792969",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","China","CHN","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cote d'Ivoire","CIV","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cameroon","CMR","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Congo, Dem. Rep.","COD","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Congo, Rep.","COG","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","","","","","","","","","","","","","","74.4599990844727","75.7200012207031","82.8300018310547","83.2900009155273","82.5699996948242","84.0400009155273","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Comoros","COM","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cabo Verde","CPV","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Costa Rica","CRI","","","","","","","","","","","","","","","66.7699966430664","68.8000030517578","69.4199981689453","69.0699996948242","72.7399978637695","69.8899993896484","70.0699996948242"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Caribbean small states","CSS","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cuba","CUB","","","","","","","","","","","","","","83.7200012207031","84.1699981689453","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Curacao","CUW","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cayman Islands","CYM","","","","","","","","","","","","","","","","87.5699996948242","87.9100036621094","","85.9800033569336","83.7699966430664",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cyprus","CYP","","","","","81.8399963378906","84.9000015258789","83.5800018310547","87.1699981689453","85.5100021362305","83.0100021362305","83.2399978637695","84.6999969482422","84.379997253418","84.1900024414063","82.4700012207031","81.9100036621094","81.5299987792969","81.7399978637695","82.9000015258789","83.0599975585938",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Czech Republic","CZE","","","78.2600021362305","75.8099975585938","74.2099990844727","76.6500015258789","75.1800003051758","74.2600021362305","74.129997253418","73.2300033569336","72.620002746582","72.2099990844727","71","70.0999984741211","68.6100006103516","68.2300033569336","69.4400024414063","70.7900009155273","71.1699981689453","70.75",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Germany","DEU","77.0100021362305","76.5199966430664","","75.5400009155273","74.9700012207031","74.5899963378906","74.1500015258789","74.6600036621094","74.5400009155273","73.9599990844727","74.629997253418","74.1399993896484","73.7900009155273","74.2300033569336","74.1900024414063","75.1500015258789","74.879997253418","74.620002746582","74.4000015258789","74.0800018310547",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Djibouti","DJI","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Dominica","DMA","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Denmark","DNK","82.7300033569336","83.5199966430664","83.0400009155273","81.5400009155273","82.1900024414063","81.9400024414063","80.9199981689453","79.7200012207031","80.8199996948242","80.379997253418","80.2099990844727","80.2699966430664","79.8600006103516","78.5500030517578","77.9700012207031","78.8600006103516","78.5299987792969","78.129997253418","76.1600036621094","76.0599975585938","80.0599975585938"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Dominican Republic","DOM","","","","","78.370002746582","78.4599990844727","78.75","78.3399963378906","","","","","76.4300003051758","70.2229995727539","72.7239990234375","73.1470031738281","75.6600036621094","75.0979995727539","67.5149993896484","74.7200012207031",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Algeria","DZA","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","East Asia & Pacific (excluding high income)","EAP","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Early-demographic dividend","EAR","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","East Asia & Pacific","EAS","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Europe & Central Asia (excluding high income)","ECA","","","","","","","","","","","","","","","","","","","73.8248748473736","74.0573945837709",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Europe & Central Asia","ECS","","","","","","","","","","","","","","76.4883762538451","77.0434085769638","76.7229609348003","76.5974737537313","76.5778515751419","75.9181750195865","75.9215644486016",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Ecuador","ECU","","","","","","","","","","","","","","69.5199966430664","68.4400024414063","67.4700012207031","67.1100006103516","66.379997253418","67.6600036621094","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Egypt, Arab Rep.","EGY","","","","","","","","","","","","","","","","61.0299987792969","63.3699989318848","63.5299987792969","","62.2299995422363",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Euro area","EMU","77.7704527354513","77.7601532623111","77.1595692432189","76.9299011714453","76.8037894168644","76.3642005486223","76.7369598551458","77.2265785372336","77.2068678919074","76.7611610744374","76.8139124830477","76.7612824108232","77.0764944401622","76.9430694640782","76.6809043078056","76.8061967470873","76.9812396857924","76.7000001393383","76.3574856211742","76.147751379931",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Eritrea","ERI","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Spain","ESP","76.6999969482422","77.3300018310547","76.75","76.6100006103516","77.0800018310547","75.2799987792969","77.9800033569336","79.0899963378906","80.4000015258789","79.6900024414063","80.4800033569336","80.5100021362305","80.8600006103516","81.5500030517578","81.5699996948242","81.6399993896484","82.2200012207031","81.7699966430664","81.2200012207031","81.2300033569336","82.4899978637695"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Estonia","EST","","77.0899963378906","77.5500030517578","75.8199996948242","77.8899993896484","74.2600021362305","77.4000015258789","74.4199981689453","76.75","77.1900024414063","79.6999969482422","79.2399978637695","76.8399963378906","77.0899963378906","77.0899963378906","77.2399978637695","78.6999969482422","77.6600036621094","75.9499969482422","78.1399993896484",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Ethiopia","ETH","","","","","","","","","","","","","","80.6800003051758","86.9899978637695","94.8000030517578","94.3300018310547","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","European Union","EUU","","80.0858990916497","78.2954612678221","78.9127306140134","78.628076169274","78.1648346428384","78.4571316644125","78.6623621835831","78.8357357342723","78.5933428395561","78.6830105361163","78.5272028279765","77.9389494504308","77.792710035583","77.4937387943291","77.432162486127","77.3019663692897","77.2514695793065","76.9806281391932","76.9236977650057",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Fragile and conflict affected situations","FCS","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Finland","FIN","81.7099990844727","82.8399963378906","78.9499969482422","83.1800003051758","80.120002746582","80.8899993896484","80.8000030517578","80.0999984741211","80.2699966430664","79.9599990844727","78.9400024414063","78.4800033569336","78.0699996948242","77.3300018310547","76.2200012207031","75.6600036621094","75.5","74.6900024414063","74.370002746582","74.4800033569336",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Fiji","FJI","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","France","FRA","","","74.8300018310547","74.9599990844727","75.3899993896484","75.0699996948242","75.5800018310547","76.5","75.6900024414063","76.129997253418","75.6600036621094","76.5699996948242","77.6100006103516","76.7200012207031","76.5500030517578","76.1699981689453","76.6600036621094","76.5199966430664","76.2399978637695","76","78.5400009155273"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Faroe Islands","FRO","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Micronesia, Fed. Sts.","FSM","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Gabon","GAB","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","United Kingdom","GBR","86.1999969482422","87.0599975585938","","87.4899978637695","86.9800033569336","87.0500030517578","87.620002746582","87.2300033569336","87.4800033569336","88","87.9800033569336","87.7300033569336","82.0199966430664","81.6999969482422","81.620002746582","81.2900009155273","79.8099975585938","80.6900024414063","80.5199966430664","80.4100036621094",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Georgia","GEO","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Ghana","GHA","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Gibraltar","GIB","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Guinea","GIN","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Gambia, The","GMB","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Guinea-Bissau","GNB","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Equatorial Guinea","GNQ","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Greece","GRC","76.6800003051758","76.8600006103516","78.7399978637695","80.3199996948242","81.1399993896484","79.0500030517578","79.3399963378906","79.8600006103516","80.3099975585938","80.6999969482422","81.5599975585938","81.0100021362305","80.379997253418","81.2900009155273","80.6399993896484","79.4000015258789","79.2399978637695","77.8600006103516","76.870002746582","76.9000015258789",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Grenada","GRD","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Greenland","GRL","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Guatemala","GTM","","","","","","","","","","","","","","","","69.370002746582","74.5500030517578","75.9000015258789","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Guam","GUM","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Guyana","GUY","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","High income","HIC","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Hong Kong SAR, China","HKG","","","","","","","","","","","","","","72.4300003051758","70.2600021362305","74.5100021362305","73.5500030517578","73.3300018310547","72.4100036621094","72.8600006103516",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Honduras","HND","","","","","","","","","","","","","","","63.742000579834","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Heavily indebted poor countries (HIPC)","HPC","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Croatia","HRV","","","","","","","77.0800018310547","77.870002746582","77.8399963378906","74.6900024414063","75.4599990844727","78.0100021362305","78.2200012207031","78.25","77.9199981689453","75.6500015258789","75.4599990844727","74.1999969482422","76.6900024414063","75.3099975585938",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Haiti","HTI","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Hungary","HUN","","74.6100006103516","74.5699996948242","73.9800033569336","74.2699966430664","75.4199981689453","76.6699981689453","75.3600006103516","76.5400009155273","77.120002746582","75.2300033569336","73.25","73","72.6900024414063","72.7099990844727","72.620002746582","72.0999984741211","71.629997253418","70.0500030517578","69.8199996948242",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","IBRD only","IBD","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","IDA & IBRD total","IBT","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","IDA total","IDA","","","","","","","","","","","","","","","","","","","","",""
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","IDA blend","IDB","","","","","","","","","","","","","","","","","","","","",""
