Year,Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper
2005,CYPRUS,CYP,0.99,0.19,7.00,78.85,69.86,89.95
2006,CYPRUS,CYP,1.05,0.17,8.00,81.73,72.25,91.87
2007,CYPRUS,CYP,1.07,0.17,8.00,82.69,71.29,93.30
2008,CYPRUS,CYP,1.09,0.17,8.00,83.65,71.77,93.78
2009,CYPRUS,CYP,1.08,0.16,9.00,82.94,71.23,92.45
2010,CYPRUS,CYP,1.02,0.15,9.00,77.73,70.28,91.51
2011,CYPRUS,CYP,1.05,0.15,9.00,81.69,71.03,92.06
2012,CYPRUS,CYP,1.01,0.15,9.00,79.34,71.03,89.72
2013,CYPRUS,CYP,0.97,0.14,9.00,77.93,70.09,88.32
2014,CYPRUS,CYP,1.04,0.16,7.00,78.82,71.08,92.16
2015,CYPRUS,CYP,1.04,0.16,7.00,79.80,72.06,92.16
1996,CZECH REPUBLIC,CZE,1.00,0.22,6.00,76.92,66.51,90.43
1998,CZECH REPUBLIC,CZE,0.91,0.23,6.00,74.52,64.59,88.52
2000,CZECH REPUBLIC,CZE,0.68,0.22,7.00,68.75,58.85,80.38
2002,CZECH REPUBLIC,CZE,0.98,0.17,9.00,75.48,69.38,89.00
2003,CZECH REPUBLIC,CZE,0.97,0.17,9.00,77.40,67.94,89.95
2004,CZECH REPUBLIC,CZE,0.95,0.17,9.00,79.81,68.90,89.00
2005,CZECH REPUBLIC,CZE,0.88,0.17,10.00,73.56,66.99,85.65
2006,CZECH REPUBLIC,CZE,0.93,0.14,12.00,76.44,69.86,86.12
2007,CZECH REPUBLIC,CZE,0.96,0.14,12.00,76.92,69.86,88.52
2008,CZECH REPUBLIC,CZE,1.00,0.14,12.00,77.88,69.86,89.47
2009,CZECH REPUBLIC,CZE,1.02,0.14,12.00,80.09,70.28,91.51
2010,CZECH REPUBLIC,CZE,1.00,0.13,13.00,76.78,70.75,89.62
2011,CZECH REPUBLIC,CZE,1.01,0.13,14.00,77.00,70.56,89.72
2012,CZECH REPUBLIC,CZE,0.95,0.12,14.00,76.53,71.03,87.85
2013,CZECH REPUBLIC,CZE,0.97,0.12,13.00,77.00,71.03,87.38
2014,CZECH REPUBLIC,CZE,1.02,0.13,11.00,77.83,71.08,89.71
2015,CZECH REPUBLIC,CZE,1.02,0.13,11.00,78.33,72.06,91.18
1996,DENMARK,DNK,1.58,0.22,6.00,98.08,86.60,100.00
1998,DENMARK,DNK,1.50,0.23,6.00,96.63,85.17,100.00
2000,DENMARK,DNK,1.58,0.22,7.00,97.60,87.56,100.00
2002,DENMARK,DNK,1.55,0.20,8.00,99.52,88.52,100.00
2003,DENMARK,DNK,1.60,0.19,8.00,99.52,90.43,100.00
2004,DENMARK,DNK,1.83,0.19,8.00,100.00,94.26,100.00
2005,DENMARK,DNK,1.77,0.19,8.00,100.00,92.82,100.00
2006,DENMARK,DNK,1.63,0.17,9.00,100.00,92.34,100.00
2007,DENMARK,DNK,1.52,0.17,9.00,97.60,90.91,100.00
2008,DENMARK,DNK,1.60,0.17,9.00,100.00,91.39,100.00
2009,DENMARK,DNK,1.57,0.15,10.00,98.58,91.98,100.00
2010,DENMARK,DNK,1.58,0.15,10.00,99.05,92.45,100.00
2011,DENMARK,DNK,1.60,0.15,10.00,98.12,92.99,100.00
2012,DENMARK,DNK,1.70,0.14,11.00,99.06,95.33,100.00
2013,DENMARK,DNK,1.69,0.13,11.00,99.53,96.26,100.00
2014,DENMARK,DNK,1.55,0.15,9.00,97.04,92.16,100.00
2015,DENMARK,DNK,1.57,0.15,9.00,97.54,92.16,100.00
1996,DJIBOUTI,DJI,-0.86,0.30,3.00,21.63,10.05,37.80
1998,DJIBOUTI,DJI,-0.99,0.30,3.00,19.23,8.61,34.93
2000,DJIBOUTI,DJI,-0.82,0.27,4.00,24.04,11.96,37.80
2002,DJIBOUTI,DJI,-0.80,0.23,5.00,24.04,15.79,38.76
2003,DJIBOUTI,DJI,-0.63,0.22,5.00,29.33,21.53,39.71
2004,DJIBOUTI,DJI,-0.73,0.23,6.00,26.44,18.66,36.84
2005,DJIBOUTI,DJI,-1.06,0.21,7.00,17.31,9.57,27.27
2006,DJIBOUTI,DJI,-1.10,0.16,8.00,17.79,9.57,25.36
2007,DJIBOUTI,DJI,-1.18,0.16,8.00,13.46,9.09,22.01
2008,DJIBOUTI,DJI,-1.18,0.16,9.00,14.90,9.57,22.01
2009,DJIBOUTI,DJI,-1.18,0.16,9.00,13.74,8.96,21.70
2010,DJIBOUTI,DJI,-1.25,0.16,9.00,13.27,7.55,19.81
2011,DJIBOUTI,DJI,-1.40,0.16,9.00,9.86,4.67,14.02
2012,DJIBOUTI,DJI,-1.42,0.15,9.00,7.98,4.21,14.95
2013,DJIBOUTI,DJI,-1.47,0.14,10.00,7.98,4.21,14.02
2014,DJIBOUTI,DJI,-1.42,0.16,7.00,7.88,4.41,15.20
2015,DJIBOUTI,DJI,-1.40,0.16,6.00,9.36,4.90,17.16
1996,DOMINICA,DMA,1.01,0.30,3.00,77.40,64.11,93.78
1998,DOMINICA,DMA,1.07,0.30,3.00,80.77,66.03,98.09
2000,DOMINICA,DMA,1.07,0.30,3.00,81.73,65.55,96.65
2002,DOMINICA,DMA,1.11,0.27,3.00,84.13,68.42,99.04
2003,DOMINICA,DMA,1.08,0.27,3.00,84.62,66.99,97.13
2004,DOMINICA,DMA,1.00,0.27,4.00,81.73,65.07,91.39
2005,DOMINICA,DMA,0.98,0.27,4.00,78.37,64.11,91.87
2006,DOMINICA,DMA,1.03,0.24,4.00,79.33,67.94,94.74
2007,DOMINICA,DMA,1.03,0.23,4.00,80.29,67.46,94.74
2008,DOMINICA,DMA,1.06,0.23,3.00,82.69,68.90,95.22
2009,DOMINICA,DMA,1.04,0.23,3.00,81.04,67.92,94.34
2010,DOMINICA,DMA,1.01,0.24,3.00,77.25,67.92,94.34
2011,DOMINICA,DMA,1.01,0.23,3.00,77.46,67.29,93.93
2012,DOMINICA,DMA,0.98,0.25,3.00,77.46,65.89,92.99
2013,DOMINICA,DMA,1.00,0.24,3.00,79.34,65.89,92.99
2014,DOMINICA,DMA,1.11,0.25,1.00,82.76,70.10,96.08
2015,DOMINICA,DMA,1.11,0.24,1.00,82.76,70.59,96.08
1996,DOMINICAN REPUBLIC,DOM,-0.04,0.22,5.00,50.96,35.89,60.29
1998,DOMINICAN REPUBLIC,DOM,-0.05,0.23,5.00,47.60,36.36,58.37
2000,DOMINICAN REPUBLIC,DOM,0.12,0.23,5.00,51.92,43.54,63.16
2002,DOMINICAN REPUBLIC,DOM,0.20,0.18,7.00,53.37,45.93,62.20
2003,DOMINICAN REPUBLIC,DOM,0.02,0.17,8.00,46.63,39.71,55.50
2004,DOMINICAN REPUBLIC,DOM,0.04,0.17,11.00,50.96,41.63,57.42
2005,DOMINICAN REPUBLIC,DOM,-0.09,0.17,11.00,47.12,36.84,56.46
2006,DOMINICAN REPUBLIC,DOM,0.17,0.14,13.00,53.85,45.93,58.85
2007,DOMINICAN REPUBLIC,DOM,0.16,0.14,14.00,54.33,46.89,57.89
2008,DOMINICAN REPUBLIC,DOM,0.11,0.14,14.00,52.40,45.45,57.89
2009,DOMINICAN REPUBLIC,DOM,0.06,0.14,14.00,51.18,42.92,56.60
2010,DOMINICAN REPUBLIC,DOM,0.04,0.13,14.00,49.76,42.45,55.66
2011,DOMINICAN REPUBLIC,DOM,0.06,0.13,15.00,52.11,43.93,56.07
2012,DOMINICAN REPUBLIC,DOM,0.09,0.12,15.00,54.93,45.79,57.94
2013,DOMINICAN REPUBLIC,DOM,0.09,0.12,15.00,53.99,45.33,57.01
2014,DOMINICAN REPUBLIC,DOM,0.17,0.13,12.00,54.68,48.04,59.80
2015,DOMINICAN REPUBLIC,DOM,0.13,0.13,13.00,51.23,45.59,59.31
1996,ECUADOR,ECU,-0.12,0.21,6.00,48.56,34.93,56.94
1998,ECUADOR,ECU,-0.03,0.22,6.00,49.52,36.84,58.37
2000,ECUADOR,ECU,-0.42,0.21,7.00,35.58,26.32,48.80
2002,ECUADOR,ECU,-0.14,0.17,9.00,44.71,38.76,52.15
2003,ECUADOR,ECU,-0.18,0.17,9.00,41.35,35.41,49.28
2004,ECUADOR,ECU,-0.29,0.15,12.00,39.42,32.06,47.37
2005,ECUADOR,ECU,-0.43,0.15,13.00,34.13,28.23,43.54
2006,ECUADOR,ECU,-0.33,0.12,14.00,36.06,31.58,44.02
2007,ECUADOR,ECU,-0.23,0.12,15.00,40.87,34.93,46.89
2008,ECUADOR,ECU,-0.28,0.12,15.00,39.90,33.01,45.45
2009,ECUADOR,ECU,-0.28,0.11,16.00,39.34,33.02,45.28
2010,ECUADOR,ECU,-0.26,0.11,16.00,38.39,34.91,47.64
2011,ECUADOR,ECU,-0.32,0.12,15.00,36.62,30.84,44.39
2012,ECUADOR,ECU,-0.32,0.11,16.00,38.50,31.78,44.86
2013,ECUADOR,ECU,-0.28,0.11,16.00,39.91,32.24,45.79
2014,ECUADOR,ECU,-0.25,0.13,12.00,39.41,33.82,49.02
2015,ECUADOR,ECU,-0.26,0.13,13.00,38.42,31.86,47.06
1996,"EGYPT, ARAB REP.",EGY,-0.76,0.22,5.00,24.04,14.83,36.84
1998,"EGYPT, ARAB REP.",EGY,-0.82,0.23,5.00,24.52,12.92,36.36
2000,"EGYPT, ARAB REP.",EGY,-0.79,0.21,7.00,24.52,16.27,33.97
2002,"EGYPT, ARAB REP.",EGY,-1.08,0.16,9.00,18.75,11.00,23.92
2003,"EGYPT, ARAB REP.",EGY,-1.08,0.16,9.00,19.23,10.05,25.84
2004,"EGYPT, ARAB REP.",EGY,-0.95,0.14,12.00,21.15,16.27,26.79
2005,"EGYPT, ARAB REP.",EGY,-0.95,0.14,13.00,22.12,13.40,27.27
2006,"EGYPT, ARAB REP.",EGY,-1.16,0.11,15.00,16.35,10.05,21.53
2007,"EGYPT, ARAB REP.",EGY,-1.12,0.11,15.00,15.87,10.05,21.05
2008,"EGYPT, ARAB REP.",EGY,-1.17,0.11,15.00,15.38,10.05,19.62
2009,"EGYPT, ARAB REP.",EGY,-1.12,0.11,16.00,14.69,10.38,21.23
2010,"EGYPT, ARAB REP.",EGY,-1.15,0.11,16.00,13.74,11.32,20.28
2011,"EGYPT, ARAB REP.",EGY,-1.13,0.11,17.00,14.55,11.68,21.50
2012,"EGYPT, ARAB REP.",EGY,-0.77,0.11,18.00,26.29,20.56,29.91
2013,"EGYPT, ARAB REP.",EGY,-1.04,0.10,18.00,17.84,14.49,23.83
2014,"EGYPT, ARAB REP.",EGY,-1.14,0.12,14.00,16.26,10.29,22.06
2015,"EGYPT, ARAB REP.",EGY,-1.10,0.12,14.00,18.23,13.73,24.02
1996,EL SALVADOR,SLV,-0.17,0.21,6.00,46.15,33.49,54.55
1998,EL SALVADOR,SLV,-0.01,0.22,6.00,50.96,37.32,59.33
2000,EL SALVADOR,SLV,-0.10,0.21,7.00,48.56,33.97,55.98
2002,EL SALVADOR,SLV,0.11,0.17,9.00,50.96,44.02,59.33
2003,EL SALVADOR,SLV,0.16,0.17,9.00,51.44,44.50,61.24
2004,EL SALVADOR,SLV,0.10,0.17,11.00,51.44,43.06,59.81
2005,EL SALVADOR,SLV,-0.01,0.16,12.00,50.00,39.71,58.85
2006,EL SALVADOR,SLV,0.08,0.14,13.00,50.48,42.58,56.46
2007,EL SALVADOR,SLV,0.07,0.14,13.00,49.04,44.02,56.94
2008,EL SALVADOR,SLV,0.09,0.14,13.00,50.48,44.50,57.89
2009,EL SALVADOR,SLV,0.04,0.12,14.00,50.71,43.87,55.66
2010,EL SALVADOR,SLV,0.05,0.12,14.00,50.71,42.92,55.66
2011,EL SALVADOR,SLV,0.02,0.12,15.00,51.17,43.46,55.14
2012,EL SALVADOR,SLV,-0.07,0.11,16.00,46.48,41.12,55.61
2013,EL SALVADOR,SLV,-0.04,0.11,16.00,46.95,42.06,56.07
2014,EL SALVADOR,SLV,0.13,0.13,13.00,51.72,47.06,59.80
2015,EL SALVADOR,SLV,0.13,0.13,13.00,50.74,45.59,59.31
1996,EQUATORIAL GUINEA,GNQ,-1.54,0.26,4.00,6.73,0.48,15.31
1998,EQUATORIAL GUINEA,GNQ,-1.57,0.26,4.00,6.73,1.44,13.40
2000,EQUATORIAL GUINEA,GNQ,-1.62,0.24,5.00,4.81,0.96,12.44
2002,EQUATORIAL GUINEA,GNQ,-1.64,0.21,6.00,5.29,1.44,12.44
2003,EQUATORIAL GUINEA,GNQ,-1.70,0.20,6.00,4.33,0.96,10.05
2004,EQUATORIAL GUINEA,GNQ,-1.64,0.19,7.00,5.29,1.44,9.57
2005,EQUATORIAL GUINEA,GNQ,-1.68,0.18,8.00,4.81,1.91,9.57
2006,EQUATORIAL GUINEA,GNQ,-1.82,0.16,8.00,3.37,0.96,7.18
2007,EQUATORIAL GUINEA,GNQ,-1.89,0.16,8.00,2.88,0.96,6.22
2008,EQUATORIAL GUINEA,GNQ,-1.90,0.16,8.00,2.88,0.96,6.22
2009,EQUATORIAL GUINEA,GNQ,-1.81,0.16,8.00,3.32,2.36,7.08
2010,EQUATORIAL GUINEA,GNQ,-1.87,0.15,9.00,3.32,0.94,6.13
2011,EQUATORIAL GUINEA,GNQ,-1.90,0.15,9.00,2.35,0.93,4.67
2012,EQUATORIAL GUINEA,GNQ,-1.90,0.15,9.00,2.35,1.87,4.21
2013,EQUATORIAL GUINEA,GNQ,-1.97,0.14,10.00,1.88,0.93,4.21
2014,EQUATORIAL GUINEA,GNQ,-1.98,0.16,6.00,1.97,0.00,4.41
2015,EQUATORIAL GUINEA,GNQ,-2.00,0.16,6.00,1.97,0.00,4.41
1996,ERITREA,ERI,-1.26,0.30,3.00,12.98,3.83,23.92
1998,ERITREA,ERI,-1.07,0.30,3.00,16.35,7.18,32.54
2000,ERITREA,ERI,-1.37,0.27,4.00,10.10,2.87,21.05
2002,ERITREA,ERI,-1.76,0.19,6.00,2.88,0.48,10.05
2003,ERITREA,ERI,-1.90,0.18,6.00,1.44,0.48,6.70
2004,ERITREA,ERI,-1.85,0.18,8.00,1.44,0.48,6.22
2005,ERITREA,ERI,-2.14,0.17,9.00,0.96,0.00,3.35
2006,ERITREA,ERI,-2.03,0.13,10.00,1.92,0.48,3.35
2007,ERITREA,ERI,-2.07,0.13,10.00,1.92,0.00,3.83
2008,ERITREA,ERI,-2.11,0.12,10.00,0.96,0.00,2.87
2009,ERITREA,ERI,-2.16,0.13,10.00,0.47,0.00,2.83
2010,ERITREA,ERI,-2.16,0.12,10.00,0.47,0.00,2.83
2011,ERITREA,ERI,-2.18,0.12,10.00,0.47,0.00,2.34
2012,ERITREA,ERI,-2.15,0.13,10.00,1.41,0.00,2.34
2013,ERITREA,ERI,-2.15,0.12,11.00,1.41,0.00,2.34
2014,ERITREA,ERI,-2.05,0.14,6.00,1.48,0.00,2.94
2015,ERITREA,ERI,-2.04,0.14,7.00,0.99,0.00,3.92
1996,ESTONIA,EST,0.87,0.26,4.00,74.04,62.20,88.52
1998,ESTONIA,EST,1.00,0.23,5.00,77.40,66.03,91.87
2000,ESTONIA,EST,0.95,0.22,6.00,76.92,65.55,89.47
2002,ESTONIA,EST,1.06,0.17,8.00,80.77,70.33,91.87
2003,ESTONIA,EST,1.06,0.17,9.00,83.17,70.81,93.30
2004,ESTONIA,EST,1.10,0.17,9.00,84.62,75.12,90.43
2005,ESTONIA,EST,1.01,0.17,9.00,80.29,71.29,89.95
2006,ESTONIA,EST,1.05,0.14,11.00,82.69,73.68,91.39
2007,ESTONIA,EST,1.06,0.14,11.00,81.73,71.77,91.39
2008,ESTONIA,EST,1.07,0.14,11.00,83.17,72.25,90.91
2009,ESTONIA,EST,1.08,0.14,11.00,83.41,71.70,91.98
2010,ESTONIA,EST,1.10,0.14,11.00,83.41,73.11,92.45
2011,ESTONIA,EST,1.13,0.13,12.00,85.92,75.23,92.99
2012,ESTONIA,EST,1.10,0.13,12.00,84.51,74.30,91.59
2013,ESTONIA,EST,1.10,0.12,12.00,84.98,73.83,91.59
2014,ESTONIA,EST,1.17,0.13,10.00,85.22,74.51,94.12
2015,ESTONIA,EST,1.17,0.13,10.00,85.22,75.00,93.63
1996,ETHIOPIA,ETH,-1.11,0.22,5.00,14.90,8.61,24.88
1998,ETHIOPIA,ETH,-0.97,0.23,5.00,21.15,11.00,32.06
2000,ETHIOPIA,ETH,-1.00,0.21,6.00,19.71,10.53,29.19
2002,ETHIOPIA,ETH,-1.23,0.17,8.00,13.46,8.13,20.57
2003,ETHIOPIA,ETH,-1.07,0.16,9.00,19.71,10.05,25.84
2004,ETHIOPIA,ETH,-1.14,0.15,11.00,17.31,8.61,22.01
2005,ETHIOPIA,ETH,-1.22,0.15,12.00,12.50,8.13,20.10
2006,ETHIOPIA,ETH,-1.16,0.11,15.00,15.87,10.05,21.53
2007,ETHIOPIA,ETH,-1.17,0.12,15.00,14.42,9.57,20.10
2008,ETHIOPIA,ETH,-1.28,0.11,15.00,11.54,8.61,16.75
2009,ETHIOPIA,ETH,-1.28,0.11,15.00,12.32,8.02,16.51
2010,ETHIOPIA,ETH,-1.31,0.11,15.00,11.37,7.55,14.15
2011,ETHIOPIA,ETH,-1.33,0.11,16.00,11.27,7.94,14.02
2012,ETHIOPIA,ETH,-1.28,0.11,16.00,11.74,7.48,16.36
2013,ETHIOPIA,ETH,-1.29,0.11,16.00,13.15,8.41,15.42
2014,ETHIOPIA,ETH,-1.26,0.12,12.00,12.81,6.86,19.61
2015,ETHIOPIA,ETH,-1.26,0.12,12.00,14.29,9.31,20.10
1996,FIJI,FJI,0.05,0.30,3.00,52.88,35.41,64.11
1998,FIJI,FJI,0.14,0.30,3.00,52.88,39.23,66.03
2000,FIJI,FJI,-0.58,0.30,3.00,30.77,18.66,48.80
2002,FIJI,FJI,-0.03,0.27,3.00,48.08,37.32,60.29
2003,FIJI,FJI,0.12,0.25,4.00,50.00,39.71,63.64
2004,FIJI,FJI,-0.02,0.26,4.00,48.08,34.45,61.24
2005,FIJI,FJI,0.08,0.26,4.00,53.85,36.84,64.11
2006,FIJI,FJI,-0.33,0.19,5.00,36.54,30.62,45.93
2007,FIJI,FJI,-0.50,0.18,6.00,32.21,25.36,42.11
2008,FIJI,FJI,-0.56,0.17,6.00,29.81,25.36,40.67
2009,FIJI,FJI,-0.78,0.17,7.00,27.96,16.51,31.13
2010,FIJI,FJI,-1.00,0.17,7.00,18.48,12.26,29.25
2011,FIJI,FJI,-0.98,0.16,7.00,18.78,12.15,28.50
2012,FIJI,FJI,-0.87,0.16,7.00,23.94,15.89,29.44
2013,FIJI,FJI,-0.81,0.15,7.00,25.35,17.29,30.37
2014,FIJI,FJI,-0.10,0.18,5.00,46.31,34.80,55.39
2015,FIJI,FJI,0.06,0.17,5.00,48.77,40.20,59.31
1996,FINLAND,FIN,1.56,0.22,6.00,97.12,86.60,100.00
1998,FINLAND,FIN,1.51,0.23,6.00,97.12,85.65,100.00
2000,FINLAND,FIN,1.66,0.22,7.00,99.52,88.52,100.00
2002,FINLAND,FIN,1.59,0.20,8.00,100.00,89.00,100.00
2003,FINLAND,FIN,1.57,0.19,8.00,99.04,89.95,100.00
2004,FINLAND,FIN,1.81,0.19,8.00,99.52,93.78,100.00
2005,FINLAND,FIN,1.70,0.19,8.00,99.52,90.91,100.00
2006,FINLAND,FIN,1.55,0.17,9.00,98.08,90.91,100.00
2007,FINLAND,FIN,1.50,0.17,9.00,96.63,89.47,100.00
2008,FINLAND,FIN,1.51,0.17,9.00,96.63,89.95,100.00
2009,FINLAND,FIN,1.49,0.15,10.00,96.68,91.04,100.00
2010,FINLAND,FIN,1.52,0.15,10.00,96.68,91.51,100.00
2011,FINLAND,FIN,1.55,0.15,10.00,96.24,92.06,100.00
2012,FINLAND,FIN,1.63,0.14,11.00,96.71,93.46,100.00
2013,FINLAND,FIN,1.60,0.13,11.00,97.18,92.52,100.00
2014,FINLAND,FIN,1.57,0.15,9.00,98.03,92.16,100.00
2015,FINLAND,FIN,1.56,0.15,9.00,97.04,92.16,100.00
1996,FRANCE,FRA,1.31,0.22,6.00,88.94,75.60,99.52
1998,FRANCE,FRA,1.14,0.23,6.00,86.06,70.33,97.13
2000,FRANCE,FRA,1.16,0.22,7.00,86.06,72.25,95.69
2002,FRANCE,FRA,1.12,0.20,8.00,85.10,71.29,95.69
2003,FRANCE,FRA,1.09,0.19,8.00,85.58,70.81,94.26
2004,FRANCE,FRA,1.44,0.19,8.00,91.35,84.69,99.04
2005,FRANCE,FRA,1.47,0.18,9.00,94.23,87.56,100.00
2006,FRANCE,FRA,1.30,0.16,11.00,91.83,81.34,98.09
2007,FRANCE,FRA,1.26,0.15,12.00,91.35,79.43,96.17
2008,FRANCE,FRA,1.31,0.15,12.00,91.35,82.78,98.09
2009,FRANCE,FRA,1.24,0.15,12.00,91.47,77.83,95.75
2010,FRANCE,FRA,1.20,0.15,11.00,88.63,75.94,94.81
2011,FRANCE,FRA,1.17,0.14,12.00,87.79,75.23,93.93
2012,FRANCE,FRA,1.23,0.13,12.00,89.67,78.97,93.93
2013,FRANCE,FRA,1.21,0.13,12.00,88.73,78.97,93.93
2014,FRANCE,FRA,1.21,0.14,10.00,88.67,75.98,95.59
2015,FRANCE,FRA,1.18,0.14,10.00,86.21,74.51,95.10
1996,FRENCH GUIANA,GUF,0.46,0.41,1.00,62.50,43.06,85.17
1998,FRENCH GUIANA,GUF,0.45,0.47,1.00,61.54,40.19,88.04
2000,FRENCH GUIANA,GUF,0.44,0.47,1.00,61.06,40.19,87.56
2002,FRENCH GUIANA,GUF,0.40,0.51,1.00,60.10,37.80,89.00
2003,FRENCH GUIANA,GUF,0.41,0.48,1.00,61.06,36.84,88.04
2004,FRENCH GUIANA,GUF,0.47,0.39,1.00,63.46,43.54,84.69
2005,FRENCH GUIANA,GUF,0.40,0.42,1.00,61.06,38.76,83.73
2006,FRENCH GUIANA,GUF,0.35,0.51,1.00,57.69,32.54,89.00
2007,FRENCH GUIANA,GUF,0.34,0.53,1.00,57.21,31.58,89.47
2008,FRENCH GUIANA,GUF,0.35,0.53,1.00,58.17,32.06,89.00
2009,FRENCH GUIANA,GUF,1.06,0.26,2.00,82.46,67.92,96.23
2010,FRENCH GUIANA,GUF,1.11,0.24,2.00,84.36,68.87,96.23
2011,FRENCH GUIANA,GUF,1.09,0.23,2.00,83.57,69.63,95.33
2012,FRENCH GUIANA,GUF,1.12,0.20,2.00,85.92,71.50,94.39
2013,FRENCH GUIANA,GUF,1.14,0.20,2.00,86.38,71.50,94.39
2014,FRENCH GUIANA,GUF,1.24,0.27,1.00,91.63,71.08,99.51
2015,FRENCH GUIANA,GUF,1.23,0.28,1.00,91.13,72.06,99.51
1996,GABON,GAB,-0.32,0.22,5.00,40.38,27.75,52.63
1998,GABON,GAB,-0.41,0.23,5.00,36.54,25.84,49.76
2000,GABON,GAB,-0.49,0.21,6.00,33.17,23.92,47.85
2002,GABON,GAB,-0.56,0.19,7.00,30.77,22.97,41.63
2003,GABON,GAB,-0.68,0.18,7.00,26.92,21.53,38.28
2004,GABON,GAB,-0.81,0.18,8.00,25.00,18.66,33.01
2005,GABON,GAB,-0.87,0.18,8.00,23.08,13.88,30.14
2006,GABON,GAB,-0.98,0.16,9.00,21.15,11.96,28.23
2007,GABON,GAB,-0.88,0.15,10.00,24.04,15.79,30.14
2008,GABON,GAB,-0.86,0.15,10.00,23.56,16.75,29.19
2009,GABON,GAB,-1.00,0.15,10.00,20.38,12.74,28.77
2010,GABON,GAB,-0.89,0.14,10.00,24.64,14.15,29.72
2011,GABON,GAB,-0.93,0.14,10.00,22.54,14.02,28.50
2012,GABON,GAB,-0.88,0.14,12.00,23.47,16.36,28.04
2013,GABON,GAB,-0.88,0.13,13.00,23.00,16.36,28.04
2014,GABON,GAB,-0.92,0.15,9.00,22.66,15.20,28.43
2015,GABON,GAB,-0.95,0.14,10.00,22.17,16.18,27.94
1996,"GAMBIA, THE",GMB,-1.32,0.24,4.00,11.06,4.31,20.57
1998,"GAMBIA, THE",GMB,-0.98,0.26,4.00,20.19,9.09,33.97
2000,"GAMBIA, THE",GMB,-1.14,0.23,5.00,15.87,7.66,26.79
2002,"GAMBIA, THE",GMB,-0.64,0.21,6.00,29.33,20.10,41.15
2003,"GAMBIA, THE",GMB,-0.38,0.20,7.00,37.50,26.32,44.98
2004,"GAMBIA, THE",GMB,-0.60,0.21,8.00,29.81,21.53,41.15
2005,"GAMBIA, THE",GMB,-0.97,0.19,9.00,20.19,11.00,28.23
2006,"GAMBIA, THE",GMB,-0.88,0.16,10.00,25.00,17.22,30.62
2007,"GAMBIA, THE",GMB,-0.88,0.15,10.00,23.56,15.79,30.14
2008,"GAMBIA, THE",GMB,-0.85,0.16,10.00,24.04,16.75,29.19
2009,"GAMBIA, THE",GMB,-1.01,0.15,10.00,18.96,12.74,28.77
2010,"GAMBIA, THE",GMB,-1.09,0.15,10.00,16.11,11.32,26.42
2011,"GAMBIA, THE",GMB,-1.22,0.15,10.00,13.15,8.41,18.69
2012,"GAMBIA, THE",GMB,-1.28,0.15,10.00,12.21,6.54,17.29
2013,"GAMBIA, THE",GMB,-1.24,0.13,11.00,13.62,8.41,18.69
2014,"GAMBIA, THE",GMB,-1.26,0.15,8.00,13.30,6.37,21.08
2015,"GAMBIA, THE",GMB,-1.48,0.15,8.00,8.37,4.41,14.71
1996,GEORGIA,GEO,-0.40,0.30,3.00,36.06,20.57,54.07
1998,GEORGIA,GEO,-0.46,0.30,3.00,35.58,21.53,51.67
2000,GEORGIA,GEO,-0.30,0.24,4.00,41.35,27.75,51.67
2002,GEORGIA,GEO,-0.55,0.19,5.00,31.25,22.97,41.63
2003,GEORGIA,GEO,-0.21,0.18,6.00,40.38,33.49,48.80
2004,GEORGIA,GEO,-0.15,0.19,8.00,44.71,34.45,55.50
2005,GEORGIA,GEO,-0.12,0.18,9.00,46.63,34.45,56.46
2006,GEORGIA,GEO,-0.14,0.14,12.00,43.75,35.89,51.20
2007,GEORGIA,GEO,-0.28,0.14,12.00,37.50,32.06,46.89
2008,GEORGIA,GEO,-0.29,0.14,12.00,38.94,32.06,46.89
2009,GEORGIA,GEO,-0.22,0.14,12.00,41.23,33.96,48.58
2010,GEORGIA,GEO,-0.18,0.14,12.00,42.18,34.91,50.47
2011,GEORGIA,GEO,-0.19,0.14,12.00,42.72,34.11,51.40
2012,GEORGIA,GEO,0.00,0.12,14.00,50.23,42.99,56.54
2013,GEORGIA,GEO,0.11,0.12,13.00,55.40,46.73,57.94
2014,GEORGIA,GEO,0.24,0.13,11.00,56.65,49.51,62.75
2015,GEORGIA,GEO,0.22,0.13,11.00,55.17,48.53,61.76
1996,GERMANY,DEU,1.33,0.22,6.00,90.38,75.60,99.52
1998,GERMANY,DEU,1.29,0.23,6.00,88.94,74.64,100.00
2000,GERMANY,DEU,1.32,0.22,7.00,89.90,77.51,99.52
2002,GERMANY,DEU,1.41,0.20,8.00,94.71,82.78,100.00
2003,GERMANY,DEU,1.36,0.19,8.00,93.75,80.86,100.00
2004,GERMANY,DEU,1.47,0.19,8.00,93.27,87.08,99.04
2005,GERMANY,DEU,1.46,0.19,8.00,93.75,85.65,100.00
2006,GERMANY,DEU,1.39,0.16,10.00,93.27,86.12,100.00
2007,GERMANY,DEU,1.35,0.15,11.00,93.27,84.21,100.00
2008,GERMANY,DEU,1.35,0.15,11.00,93.75,84.69,100.00
2009,GERMANY,DEU,1.35,0.15,11.00,92.89,84.43,100.00
2010,GERMANY,DEU,1.31,0.15,11.00,92.42,81.60,97.17
2011,GERMANY,DEU,1.37,0.14,13.00,93.43,87.38,97.20
2012,GERMANY,DEU,1.40,0.13,13.00,93.43,87.85,96.26
