Year,Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper
2009,CUBA,CUB,-1.63,0.21,6.00,3.83,2.86,6.19
2010,CUBA,CUB,-1.69,0.21,6.00,3.35,2.86,7.14
2011,CUBA,CUB,-1.65,0.21,6.00,3.32,2.36,8.02
2012,CUBA,CUB,-1.57,0.22,7.00,3.79,1.89,10.85
2013,CUBA,CUB,-1.59,0.22,7.00,3.79,1.89,9.43
2014,CUBA,CUB,-1.36,0.22,7.00,7.69,3.83,16.75
2015,CUBA,CUB,-1.25,0.22,7.00,7.69,4.78,19.62
1996,CYPRUS,CYP,1.25,0.32,4.00,88.73,73.66,97.07
1998,CYPRUS,CYP,1.18,0.33,4.00,86.76,70.24,96.59
2000,CYPRUS,CYP,1.11,0.31,4.00,83.82,70.24,94.63
2002,CYPRUS,CYP,1.22,0.26,4.00,85.29,74.63,95.12
2003,CYPRUS,CYP,1.19,0.22,4.00,85.78,75.12,92.68
2004,CYPRUS,CYP,1.25,0.22,5.00,86.76,78.54,93.66
2005,CYPRUS,CYP,1.27,0.20,5.00,87.75,77.07,93.66
2006,CYPRUS,CYP,1.28,0.23,5.00,87.75,77.07,96.10
2007,CYPRUS,CYP,1.33,0.24,5.00,87.38,78.74,96.62
2008,CYPRUS,CYP,1.39,0.26,5.00,90.78,79.23,98.07
2009,CYPRUS,CYP,1.37,0.24,6.00,89.00,79.52,97.14
2010,CYPRUS,CYP,1.43,0.25,6.00,90.91,81.43,98.57
2011,CYPRUS,CYP,1.24,0.25,6.00,86.26,75.94,94.81
2012,CYPRUS,CYP,1.13,0.26,6.00,83.89,74.53,93.87
2013,CYPRUS,CYP,0.92,0.26,6.00,78.20,67.92,89.62
2014,CYPRUS,CYP,1.09,0.23,7.00,82.21,74.16,90.91
2015,CYPRUS,CYP,1.06,0.23,7.00,80.77,72.73,91.39
1996,CZECH REPUBLIC,CZE,1.02,0.27,7.00,82.84,68.78,91.71
1998,CZECH REPUBLIC,CZE,0.92,0.23,8.00,80.39,68.29,91.22
2000,CZECH REPUBLIC,CZE,0.73,0.20,9.00,75.49,64.39,82.44
2002,CZECH REPUBLIC,CZE,1.19,0.19,10.00,84.80,76.10,91.71
2003,CZECH REPUBLIC,CZE,1.18,0.17,10.00,85.29,77.07,90.73
2004,CZECH REPUBLIC,CZE,1.08,0.17,10.00,79.90,74.63,88.29
2005,CZECH REPUBLIC,CZE,1.11,0.17,9.00,82.35,72.68,90.24
2006,CZECH REPUBLIC,CZE,1.10,0.18,10.00,83.82,73.17,91.22
2007,CZECH REPUBLIC,CZE,1.03,0.17,11.00,81.55,72.95,86.96
2008,CZECH REPUBLIC,CZE,1.15,0.17,11.00,84.95,76.33,91.79
2009,CZECH REPUBLIC,CZE,1.32,0.19,9.00,87.56,80.00,94.76
2010,CZECH REPUBLIC,CZE,1.30,0.20,9.00,86.12,79.52,94.29
2011,CZECH REPUBLIC,CZE,1.20,0.19,10.00,85.31,77.83,92.45
2012,CZECH REPUBLIC,CZE,1.06,0.20,10.00,81.04,74.53,90.09
2013,CZECH REPUBLIC,CZE,1.09,0.20,10.00,81.99,74.53,90.09
2014,CZECH REPUBLIC,CZE,1.02,0.21,10.00,80.77,73.21,89.47
2015,CZECH REPUBLIC,CZE,1.08,0.20,10.00,81.25,73.68,90.91
1996,DENMARK,DNK,1.79,0.27,6.00,97.55,90.24,99.51
1998,DENMARK,DNK,1.75,0.27,6.00,97.06,91.22,99.51
2000,DENMARK,DNK,1.76,0.23,6.00,96.08,90.24,100.00
2002,DENMARK,DNK,1.75,0.23,6.00,97.06,88.78,100.00
2003,DENMARK,DNK,1.76,0.20,6.00,98.04,90.73,100.00
2004,DENMARK,DNK,1.77,0.21,6.00,97.06,89.76,100.00
2005,DENMARK,DNK,1.67,0.19,6.00,98.04,90.24,100.00
2006,DENMARK,DNK,1.81,0.21,6.00,98.53,91.71,100.00
2007,DENMARK,DNK,1.92,0.23,6.00,99.51,92.75,100.00
2008,DENMARK,DNK,1.88,0.24,6.00,98.54,91.79,100.00
2009,DENMARK,DNK,1.89,0.22,7.00,100.00,93.81,100.00
2010,DENMARK,DNK,1.88,0.24,7.00,99.04,92.38,100.00
2011,DENMARK,DNK,1.91,0.23,7.00,99.53,92.45,100.00
2012,DENMARK,DNK,1.80,0.22,8.00,97.63,90.57,100.00
2013,DENMARK,DNK,1.81,0.22,8.00,97.63,90.57,100.00
2014,DENMARK,DNK,1.72,0.23,8.00,94.71,89.47,99.52
2015,DENMARK,DNK,1.73,0.22,8.00,94.71,89.95,99.04
1996,DJIBOUTI,DJI,-0.95,0.42,2.00,19.12,4.88,40.98
1998,DJIBOUTI,DJI,-1.06,0.30,4.00,14.22,7.32,27.32
2000,DJIBOUTI,DJI,-0.73,0.28,4.00,21.57,12.68,38.54
2002,DJIBOUTI,DJI,-0.57,0.28,4.00,30.88,16.59,49.76
2003,DJIBOUTI,DJI,-0.77,0.24,4.00,21.08,13.17,40.00
2004,DJIBOUTI,DJI,-0.66,0.23,5.00,25.49,15.12,44.39
2005,DJIBOUTI,DJI,-0.76,0.21,5.00,24.02,14.15,39.02
2006,DJIBOUTI,DJI,-0.75,0.22,5.00,23.04,13.17,40.00
2007,DJIBOUTI,DJI,-0.70,0.22,5.00,24.27,15.94,41.55
2008,DJIBOUTI,DJI,-0.67,0.21,5.00,27.67,16.43,43.48
2009,DJIBOUTI,DJI,-0.61,0.20,6.00,29.67,20.00,43.81
2010,DJIBOUTI,DJI,-0.62,0.20,6.00,27.75,19.05,41.90
2011,DJIBOUTI,DJI,-0.53,0.20,6.00,33.18,22.17,46.23
2012,DJIBOUTI,DJI,-0.43,0.21,6.00,36.49,24.53,50.47
2013,DJIBOUTI,DJI,-0.52,0.20,6.00,32.70,22.64,46.70
2014,DJIBOUTI,DJI,-0.51,0.21,6.00,32.21,20.57,47.85
2015,DJIBOUTI,DJI,-0.69,0.20,6.00,28.37,13.40,42.11
1996,DOMINICA,DMA,1.00,0.48,1.00,82.35,58.54,97.56
1998,DOMINICA,DMA,0.38,0.40,2.00,64.22,36.59,83.90
2000,DOMINICA,DMA,0.44,0.36,2.00,65.69,43.41,82.44
2002,DOMINICA,DMA,0.68,0.33,2.00,71.08,57.07,85.37
2003,DOMINICA,DMA,0.79,0.27,2.00,74.51,63.90,86.34
2004,DOMINICA,DMA,0.59,0.26,3.00,69.61,60.00,79.02
2005,DOMINICA,DMA,0.73,0.23,3.00,71.57,62.44,81.95
2006,DOMINICA,DMA,0.86,0.27,3.00,76.47,63.90,88.29
2007,DOMINICA,DMA,0.72,0.29,3.00,72.82,58.45,85.99
2008,DOMINICA,DMA,0.55,0.27,3.00,67.48,55.07,79.71
2009,DOMINICA,DMA,0.51,0.28,3.00,67.46,53.81,79.05
2010,DOMINICA,DMA,0.43,0.28,3.00,65.55,52.38,77.14
2011,DOMINICA,DMA,0.24,0.27,3.00,57.35,46.23,74.53
2012,DOMINICA,DMA,0.29,0.28,3.00,59.72,46.70,75.00
2013,DOMINICA,DMA,0.28,0.29,3.00,60.66,45.75,74.53
2014,DOMINICA,DMA,0.23,0.29,3.00,60.58,45.45,74.16
2015,DOMINICA,DMA,0.26,0.27,3.00,62.50,47.85,73.21
1996,DOMINICAN REPUBLIC,DOM,-0.22,0.32,4.00,41.67,23.41,62.44
1998,DOMINICAN REPUBLIC,DOM,-0.17,0.30,5.00,45.59,23.90,61.95
2000,DOMINICAN REPUBLIC,DOM,-0.14,0.27,5.00,44.12,27.32,62.44
2002,DOMINICAN REPUBLIC,DOM,-0.23,0.21,7.00,44.12,30.73,57.07
2003,DOMINICAN REPUBLIC,DOM,-0.34,0.18,7.00,43.14,26.34,52.20
2004,DOMINICAN REPUBLIC,DOM,-0.41,0.18,8.00,38.73,22.93,50.24
2005,DOMINICAN REPUBLIC,DOM,-0.38,0.17,8.00,42.65,24.88,52.68
2006,DOMINICAN REPUBLIC,DOM,-0.23,0.19,9.00,46.08,30.73,55.12
2007,DOMINICAN REPUBLIC,DOM,-0.23,0.19,9.00,47.09,30.43,56.04
2008,DOMINICAN REPUBLIC,DOM,-0.19,0.18,9.00,48.06,34.78,55.07
2009,DOMINICAN REPUBLIC,DOM,-0.19,0.17,9.00,46.41,34.76,54.29
2010,DOMINICAN REPUBLIC,DOM,-0.14,0.17,9.00,47.85,36.67,54.76
2011,DOMINICAN REPUBLIC,DOM,-0.19,0.17,10.00,46.92,35.38,54.72
2012,DOMINICAN REPUBLIC,DOM,-0.10,0.18,10.00,48.82,38.21,57.08
2013,DOMINICAN REPUBLIC,DOM,-0.07,0.18,10.00,50.24,38.21,58.02
2014,DOMINICAN REPUBLIC,DOM,-0.04,0.19,9.00,51.92,40.19,62.68
2015,DOMINICAN REPUBLIC,DOM,-0.04,0.18,10.00,52.40,42.11,61.72
1996,ECUADOR,ECU,-0.18,0.32,4.00,45.10,23.90,62.93
1998,ECUADOR,ECU,-0.09,0.30,5.00,50.00,25.85,65.37
2000,ECUADOR,ECU,-0.52,0.24,6.00,29.90,16.10,47.32
2002,ECUADOR,ECU,-0.67,0.21,7.00,25.49,17.07,40.98
2003,ECUADOR,ECU,-0.67,0.18,7.00,24.51,17.56,40.49
2004,ECUADOR,ECU,-0.70,0.18,8.00,23.04,15.61,39.51
2005,ECUADOR,ECU,-0.81,0.17,8.00,22.55,14.63,31.71
2006,ECUADOR,ECU,-1.10,0.19,8.00,14.22,7.32,21.46
2007,ECUADOR,ECU,-1.14,0.19,8.00,12.62,5.80,22.22
2008,ECUADOR,ECU,-1.13,0.19,8.00,13.59,5.31,20.29
2009,ECUADOR,ECU,-1.28,0.17,9.00,6.70,4.76,17.62
2010,ECUADOR,ECU,-1.16,0.17,9.00,11.00,5.71,20.95
2011,ECUADOR,ECU,-1.02,0.17,9.00,15.64,8.02,25.00
2012,ECUADOR,ECU,-1.01,0.18,10.00,16.11,8.96,25.47
2013,ECUADOR,ECU,-0.92,0.18,10.00,20.38,10.38,30.66
2014,ECUADOR,ECU,-1.02,0.19,9.00,15.38,8.13,27.27
2015,ECUADOR,ECU,-1.14,0.18,10.00,11.54,5.74,21.53
1996,"EGYPT, ARAB REP.",EGY,0.01,0.29,5.00,52.45,30.24,66.34
1998,"EGYPT, ARAB REP.",EGY,-0.34,0.25,7.00,35.78,22.44,53.66
2000,"EGYPT, ARAB REP.",EGY,-0.35,0.22,7.00,35.78,22.44,54.15
2002,"EGYPT, ARAB REP.",EGY,-0.50,0.20,8.00,34.80,20.00,46.83
2003,"EGYPT, ARAB REP.",EGY,-0.62,0.18,8.00,27.45,18.05,43.41
2004,"EGYPT, ARAB REP.",EGY,-0.49,0.17,9.00,32.84,20.98,46.83
2005,"EGYPT, ARAB REP.",EGY,-0.41,0.16,9.00,40.20,24.88,50.24
2006,"EGYPT, ARAB REP.",EGY,-0.43,0.17,10.00,37.25,23.41,50.73
2007,"EGYPT, ARAB REP.",EGY,-0.28,0.17,10.00,42.72,29.47,53.62
2008,"EGYPT, ARAB REP.",EGY,-0.17,0.17,10.00,49.03,36.23,55.07
2009,"EGYPT, ARAB REP.",EGY,-0.19,0.16,10.00,46.89,35.71,53.81
2010,"EGYPT, ARAB REP.",EGY,-0.16,0.16,10.00,46.89,36.67,54.29
2011,"EGYPT, ARAB REP.",EGY,-0.33,0.16,10.00,41.71,31.60,51.89
2012,"EGYPT, ARAB REP.",EGY,-0.47,0.16,12.00,34.60,25.47,45.28
2013,"EGYPT, ARAB REP.",EGY,-0.64,0.16,12.00,29.86,22.17,37.74
2014,"EGYPT, ARAB REP.",EGY,-0.74,0.16,12.00,26.44,16.75,33.49
2015,"EGYPT, ARAB REP.",EGY,-0.80,0.16,12.00,24.52,12.92,32.06
1996,EL SALVADOR,SLV,0.01,0.29,5.00,51.96,29.76,66.34
1998,EL SALVADOR,SLV,0.33,0.30,5.00,62.25,45.85,77.07
2000,EL SALVADOR,SLV,0.18,0.24,6.00,57.35,40.49,69.27
2002,EL SALVADOR,SLV,0.02,0.21,7.00,54.41,40.98,63.41
2003,EL SALVADOR,SLV,-0.12,0.18,7.00,50.00,39.51,58.05
2004,EL SALVADOR,SLV,0.10,0.18,8.00,57.84,46.83,64.88
2005,EL SALVADOR,SLV,-0.05,0.17,8.00,53.43,44.39,60.00
2006,EL SALVADOR,SLV,0.07,0.19,8.00,54.90,45.37,63.90
2007,EL SALVADOR,SLV,0.20,0.19,8.00,57.77,51.21,67.63
2008,EL SALVADOR,SLV,0.22,0.19,8.00,57.28,52.17,67.15
2009,EL SALVADOR,SLV,0.35,0.18,8.00,62.20,53.81,72.38
2010,EL SALVADOR,SLV,0.38,0.18,8.00,62.68,53.81,74.29
2011,EL SALVADOR,SLV,0.49,0.17,9.00,67.77,56.13,75.94
2012,EL SALVADOR,SLV,0.33,0.18,10.00,60.66,53.77,73.11
2013,EL SALVADOR,SLV,0.32,0.18,10.00,61.61,53.77,72.17
2014,EL SALVADOR,SLV,0.34,0.19,10.00,64.42,54.55,72.25
2015,EL SALVADOR,SLV,0.20,0.18,10.00,59.62,49.76,69.38
1996,EQUATORIAL GUINEA,GNQ,-1.57,0.36,2.00,5.88,0.98,18.54
1998,EQUATORIAL GUINEA,GNQ,-1.66,0.27,5.00,6.37,3.41,11.71
2000,EQUATORIAL GUINEA,GNQ,-1.71,0.25,5.00,6.37,1.95,9.76
2002,EQUATORIAL GUINEA,GNQ,-1.49,0.25,5.00,6.37,2.93,14.63
2003,EQUATORIAL GUINEA,GNQ,-1.40,0.22,5.00,7.84,2.93,16.59
2004,EQUATORIAL GUINEA,GNQ,-1.45,0.20,6.00,6.37,2.93,13.17
2005,EQUATORIAL GUINEA,GNQ,-1.43,0.19,6.00,6.86,2.93,13.66
2006,EQUATORIAL GUINEA,GNQ,-1.39,0.21,6.00,7.84,2.93,15.61
2007,EQUATORIAL GUINEA,GNQ,-1.32,0.21,5.00,7.77,3.38,17.39
2008,EQUATORIAL GUINEA,GNQ,-1.32,0.21,5.00,7.28,2.90,16.43
2009,EQUATORIAL GUINEA,GNQ,-1.28,0.21,5.00,7.18,4.29,20.00
2010,EQUATORIAL GUINEA,GNQ,-1.38,0.20,6.00,6.22,2.86,14.76
2011,EQUATORIAL GUINEA,GNQ,-1.34,0.20,6.00,7.58,3.30,16.98
2012,EQUATORIAL GUINEA,GNQ,-1.45,0.21,6.00,6.64,2.83,12.26
2013,EQUATORIAL GUINEA,GNQ,-1.43,0.20,6.00,6.64,2.83,14.15
2014,EQUATORIAL GUINEA,GNQ,-1.36,0.22,5.00,6.25,3.83,16.75
2015,EQUATORIAL GUINEA,GNQ,-1.35,0.21,5.00,5.77,2.87,15.31
1996,ERITREA,ERI,-1.16,0.48,1.00,13.73,2.44,36.10
1998,ERITREA,ERI,-0.57,0.33,3.00,26.47,14.15,52.20
2000,ERITREA,ERI,-0.94,0.30,3.00,15.69,8.29,32.20
2002,ERITREA,ERI,-1.11,0.26,4.00,14.22,5.85,25.37
2003,ERITREA,ERI,-1.62,0.22,4.00,3.43,2.44,10.24
2004,ERITREA,ERI,-1.67,0.21,5.00,2.94,1.95,8.29
2005,ERITREA,ERI,-1.79,0.20,5.00,2.45,1.95,6.34
2006,ERITREA,ERI,-2.10,0.20,6.00,1.96,0.49,2.93
2007,ERITREA,ERI,-2.12,0.20,6.00,1.94,0.48,2.90
2008,ERITREA,ERI,-2.18,0.18,7.00,1.46,0.48,2.90
2009,ERITREA,ERI,-2.26,0.18,7.00,0.96,0.48,2.86
2010,ERITREA,ERI,-2.25,0.18,7.00,1.44,0.00,2.86
2011,ERITREA,ERI,-2.22,0.17,7.00,0.95,0.00,2.36
2012,ERITREA,ERI,-2.24,0.19,7.00,0.95,0.00,1.89
2013,ERITREA,ERI,-2.23,0.19,7.00,0.47,0.00,1.89
2014,ERITREA,ERI,-2.13,0.20,6.00,0.48,0.00,2.87
2015,ERITREA,ERI,-2.11,0.19,7.00,1.44,0.00,2.87
1996,ESTONIA,EST,1.37,0.32,4.00,90.69,76.10,98.05
1998,ESTONIA,EST,1.27,0.27,6.00,90.69,77.07,96.59
2000,ESTONIA,EST,1.30,0.22,8.00,90.20,80.49,94.63
2002,ESTONIA,EST,1.39,0.19,10.00,89.22,82.93,95.61
2003,ESTONIA,EST,1.32,0.17,10.00,89.22,80.00,93.66
2004,ESTONIA,EST,1.33,0.17,10.00,87.75,79.51,93.66
2005,ESTONIA,EST,1.34,0.16,10.00,88.73,79.02,94.63
2006,ESTONIA,EST,1.30,0.18,10.00,88.24,79.51,94.15
2007,ESTONIA,EST,1.37,0.17,11.00,90.78,83.09,94.69
2008,ESTONIA,EST,1.43,0.17,11.00,91.75,84.06,96.14
2009,ESTONIA,EST,1.41,0.18,10.00,91.39,83.33,96.67
2010,ESTONIA,EST,1.40,0.18,10.00,89.95,81.90,95.71
2011,ESTONIA,EST,1.40,0.17,11.00,91.00,82.55,95.28
2012,ESTONIA,EST,1.42,0.18,11.00,90.52,83.02,95.75
2013,ESTONIA,EST,1.44,0.18,11.00,90.52,83.96,95.28
2014,ESTONIA,EST,1.67,0.19,11.00,93.27,89.47,99.04
2015,ESTONIA,EST,1.66,0.18,11.00,92.79,89.00,99.04
1996,ETHIOPIA,ETH,-1.34,0.32,4.00,8.82,2.93,22.93
1998,ETHIOPIA,ETH,-1.18,0.27,6.00,12.75,6.83,22.44
2000,ETHIOPIA,ETH,-1.16,0.24,6.00,12.75,6.83,20.49
2002,ETHIOPIA,ETH,-1.24,0.21,7.00,11.27,4.88,19.51
2003,ETHIOPIA,ETH,-1.18,0.18,8.00,12.75,6.34,18.54
2004,ETHIOPIA,ETH,-0.96,0.17,9.00,16.18,10.24,24.39
2005,ETHIOPIA,ETH,-1.10,0.16,9.00,13.73,7.80,21.46
2006,ETHIOPIA,ETH,-0.98,0.17,10.00,16.67,10.24,24.39
2007,ETHIOPIA,ETH,-0.92,0.17,10.00,17.96,11.11,27.05
2008,ETHIOPIA,ETH,-0.85,0.17,10.00,19.90,15.46,31.40
2009,ETHIOPIA,ETH,-0.92,0.16,10.00,20.57,10.48,27.14
2010,ETHIOPIA,ETH,-0.85,0.16,10.00,22.01,12.86,30.48
2011,ETHIOPIA,ETH,-0.99,0.16,11.00,18.48,9.43,25.00
2012,ETHIOPIA,ETH,-1.04,0.17,11.00,15.17,8.96,24.53
2013,ETHIOPIA,ETH,-1.12,0.17,11.00,12.80,7.08,23.11
2014,ETHIOPIA,ETH,-1.07,0.17,11.00,12.98,8.13,25.36
2015,ETHIOPIA,ETH,-1.00,0.17,11.00,14.42,7.18,26.32
1996,FIJI,FJI,-0.01,0.42,2.00,51.47,23.90,73.17
1998,FIJI,FJI,-0.24,0.36,3.00,39.22,20.49,62.93
2000,FIJI,FJI,-0.57,0.32,3.00,27.45,13.66,52.68
2002,FIJI,FJI,0.02,0.31,3.00,53.92,35.12,67.32
2003,FIJI,FJI,-0.32,0.25,3.00,43.63,21.46,56.10
2004,FIJI,FJI,-0.64,0.26,3.00,26.96,14.63,46.83
2005,FIJI,FJI,-0.41,0.23,3.00,40.69,22.93,54.15
2006,FIJI,FJI,-0.44,0.26,3.00,36.76,20.49,54.63
2007,FIJI,FJI,-0.46,0.27,3.00,33.98,19.32,53.62
2008,FIJI,FJI,-0.69,0.27,3.00,26.70,13.53,46.38
2009,FIJI,FJI,-0.95,0.25,4.00,17.70,6.19,33.33
2010,FIJI,FJI,-0.67,0.25,4.00,27.27,14.29,43.33
2011,FIJI,FJI,-0.50,0.24,4.00,35.07,21.70,50.94
2012,FIJI,FJI,-0.58,0.26,4.00,31.28,16.04,47.17
2013,FIJI,FJI,-0.55,0.27,4.00,31.75,16.98,48.11
2014,FIJI,FJI,-0.40,0.27,4.00,37.50,22.49,54.55
2015,FIJI,FJI,-0.38,0.26,4.00,40.38,23.44,55.02
1996,FINLAND,FIN,1.48,0.27,6.00,93.14,82.93,98.54
1998,FINLAND,FIN,1.79,0.27,6.00,97.55,91.71,100.00
2000,FINLAND,FIN,1.81,0.23,6.00,96.57,91.22,100.00
2002,FINLAND,FIN,1.85,0.23,6.00,98.53,91.71,100.00
2003,FINLAND,FIN,1.86,0.20,6.00,99.51,92.20,100.00
2004,FINLAND,FIN,1.81,0.21,6.00,99.51,90.24,100.00
2005,FINLAND,FIN,1.69,0.19,6.00,99.02,90.24,100.00
2006,FINLAND,FIN,1.62,0.21,6.00,94.61,87.32,100.00
2007,FINLAND,FIN,1.55,0.23,6.00,93.20,85.51,99.52
2008,FINLAND,FIN,1.62,0.24,6.00,94.66,86.47,100.00
2009,FINLAND,FIN,1.83,0.22,7.00,98.56,91.43,100.00
2010,FINLAND,FIN,1.89,0.24,7.00,99.52,92.38,100.00
2011,FINLAND,FIN,1.83,0.23,7.00,97.63,91.04,100.00
2012,FINLAND,FIN,1.83,0.22,8.00,98.10,91.04,100.00
2013,FINLAND,FIN,1.86,0.22,8.00,98.58,91.51,100.00
2014,FINLAND,FIN,1.90,0.23,8.00,98.56,91.87,100.00
2015,FINLAND,FIN,1.83,0.22,8.00,98.08,91.87,99.52
1996,FRANCE,FRA,0.93,0.27,6.00,78.92,66.34,91.22
1998,FRANCE,FRA,0.81,0.27,6.00,76.47,63.90,88.78
2000,FRANCE,FRA,0.91,0.23,6.00,80.39,68.29,90.24
2002,FRANCE,FRA,0.99,0.23,6.00,80.39,69.27,88.78
2003,FRANCE,FRA,1.22,0.20,6.00,86.27,76.10,92.68
2004,FRANCE,FRA,1.23,0.21,6.00,86.27,78.54,92.68
2005,FRANCE,FRA,1.22,0.19,6.00,85.78,75.61,92.20
2006,FRANCE,FRA,1.23,0.21,7.00,86.76,77.07,94.15
2007,FRANCE,FRA,1.28,0.22,7.00,86.89,77.78,94.69
2008,FRANCE,FRA,1.28,0.23,7.00,87.38,78.74,95.65
2009,FRANCE,FRA,1.21,0.22,7.00,85.65,75.24,94.29
2010,FRANCE,FRA,1.31,0.24,7.00,86.60,78.57,96.67
2011,FRANCE,FRA,1.15,0.22,8.00,84.36,75.94,92.45
2012,FRANCE,FRA,1.13,0.22,8.00,83.41,75.00,91.04
2013,FRANCE,FRA,1.16,0.22,8.00,85.78,75.47,91.98
2014,FRANCE,FRA,1.09,0.23,8.00,81.73,74.16,90.91
2015,FRANCE,FRA,1.15,0.22,8.00,83.65,75.60,91.87
1996,FRENCH GUIANA,GUF,1.00,0.48,1.00,82.35,58.54,97.56
1998,FRENCH GUIANA,GUF,1.01,0.49,1.00,83.33,57.07,97.56
2000,FRENCH GUIANA,GUF,0.99,0.45,1.00,82.35,60.98,95.12
2002,FRENCH GUIANA,GUF,0.92,0.38,1.00,77.94,61.46,92.68
2003,FRENCH GUIANA,GUF,0.90,0.29,1.00,76.96,65.37,89.27
2004,FRENCH GUIANA,GUF,0.49,0.33,1.00,66.67,53.17,79.02
2005,FRENCH GUIANA,GUF,0.85,0.25,1.00,75.00,62.93,87.80
2006,FRENCH GUIANA,GUF,0.85,0.32,1.00,75.49,60.49,91.22
2007,FRENCH GUIANA,GUF,0.86,0.37,1.00,77.18,58.45,91.30
2008,FRENCH GUIANA,GUF,0.88,0.39,1.00,78.64,57.49,92.27
2009,FRENCH GUIANA,GUF,1.20,0.34,2.00,85.17,72.38,97.14
2010,FRENCH GUIANA,GUF,1.25,0.36,2.00,85.17,74.29,98.57
2011,FRENCH GUIANA,GUF,1.23,0.36,2.00,85.78,73.58,97.64
2012,FRENCH GUIANA,GUF,1.29,0.35,2.00,87.20,74.53,98.58
2013,FRENCH GUIANA,GUF,1.31,0.34,2.00,88.15,74.53,98.58
2014,FRENCH GUIANA,GUF,1.46,0.35,2.00,90.87,78.47,99.04
2015,FRENCH GUIANA,GUF,1.45,0.34,2.00,91.83,77.03,99.04
1996,GABON,GAB,0.06,0.32,4.00,54.41,30.24,68.78
1998,GABON,GAB,0.14,0.27,6.00,55.39,36.10,69.27
2000,GABON,GAB,-0.14,0.24,6.00,43.63,28.78,60.98
2002,GABON,GAB,-0.19,0.23,6.00,46.08,31.22,59.51
2003,GABON,GAB,-0.16,0.20,6.00,48.53,33.66,57.07
2004,GABON,GAB,-0.46,0.19,7.00,34.80,20.98,49.27
2005,GABON,GAB,-0.23,0.18,7.00,48.04,31.71,55.12
2006,GABON,GAB,-0.43,0.19,8.00,37.75,23.41,50.73
2007,GABON,GAB,-0.52,0.19,8.00,31.07,21.74,48.79
2008,GABON,GAB,-0.65,0.19,8.00,28.16,16.91,43.00
2009,GABON,GAB,-0.59,0.18,8.00,31.10,20.95,43.33
2010,GABON,GAB,-0.56,0.18,8.00,32.06,21.43,43.33
2011,GABON,GAB,-0.56,0.18,8.00,32.23,21.70,43.40
2012,GABON,GAB,-0.59,0.20,9.00,30.81,21.70,43.40
2013,GABON,GAB,-0.64,0.19,9.00,28.91,18.87,41.51
2014,GABON,GAB,-0.79,0.20,8.00,25.00,11.48,33.49
2015,GABON,GAB,-0.80,0.19,9.00,24.04,12.44,34.93
1996,"GAMBIA, THE",GMB,-0.95,0.40,3.00,19.61,5.37,39.02
1998,"GAMBIA, THE",GMB,-0.40,0.30,5.00,33.82,18.05,54.15
2000,"GAMBIA, THE",GMB,-0.28,0.27,5.00,37.75,21.95,57.07
2002,"GAMBIA, THE",GMB,-0.55,0.25,5.00,32.35,18.54,49.27
2003,"GAMBIA, THE",GMB,-0.46,0.21,6.00,38.24,20.49,50.24
2004,"GAMBIA, THE",GMB,-0.42,0.20,7.00,38.24,22.44,51.22
2005,"GAMBIA, THE",GMB,-0.51,0.19,7.00,31.86,21.95,48.29
2006,"GAMBIA, THE",GMB,-0.38,0.19,8.00,40.20,24.39,52.20
2007,"GAMBIA, THE",GMB,-0.35,0.19,8.00,39.81,25.60,52.66
2008,"GAMBIA, THE",GMB,-0.38,0.19,8.00,40.29,27.05,52.17
2009,"GAMBIA, THE",GMB,-0.32,0.19,8.00,41.15,27.62,52.86
2010,"GAMBIA, THE",GMB,-0.38,0.19,8.00,38.76,26.67,50.48
2011,"GAMBIA, THE",GMB,-0.27,0.19,8.00,42.65,31.60,54.25
2012,"GAMBIA, THE",GMB,-0.21,0.20,8.00,45.02,32.55,56.13
2013,"GAMBIA, THE",GMB,-0.35,0.20,8.00,38.86,26.89,53.30
2014,"GAMBIA, THE",GMB,-0.44,0.20,8.00,35.10,26.32,49.76
2015,"GAMBIA, THE",GMB,-0.49,0.19,8.00,34.62,23.44,48.80
1996,GEORGIA,GEO,-0.99,0.39,3.00,18.14,4.88,38.05
1998,GEORGIA,GEO,-0.48,0.31,4.00,28.92,15.61,53.17
2000,GEORGIA,GEO,-0.39,0.28,5.00,33.82,19.02,55.12
2002,GEORGIA,GEO,-0.81,0.25,6.00,20.59,12.20,38.54
2003,GEORGIA,GEO,-0.66,0.20,6.00,25.49,17.07,43.41
2004,GEORGIA,GEO,-0.46,0.20,8.00,35.78,20.98,49.27
2005,GEORGIA,GEO,-0.51,0.19,8.00,33.33,22.44,48.29
2006,GEORGIA,GEO,-0.11,0.19,9.00,50.98,38.05,57.56
2007,GEORGIA,GEO,0.30,0.18,10.00,60.68,53.62,68.60
2008,GEORGIA,GEO,0.49,0.17,10.00,65.05,57.00,73.91
2009,GEORGIA,GEO,0.52,0.16,10.00,67.94,58.57,74.29
2010,GEORGIA,GEO,0.59,0.16,10.00,70.33,60.95,76.19
2011,GEORGIA,GEO,0.65,0.16,10.00,73.93,63.21,77.83
2012,GEORGIA,GEO,0.69,0.16,12.00,73.46,65.09,77.83
2013,GEORGIA,GEO,0.75,0.16,12.00,73.93,67.92,80.19
2014,GEORGIA,GEO,0.93,0.18,12.00,79.33,72.25,88.04
2015,GEORGIA,GEO,0.92,0.17,12.00,78.85,72.73,85.17
1996,GERMANY,DEU,1.38,0.27,6.00,91.18,78.54,98.05
