Year,Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper
2010,CZECH REPUBLIC,CZE,0.93,0.14,14.00,79.62,69.81,83.96
2011,CZECH REPUBLIC,CZE,1.02,0.13,15.00,80.75,73.83,86.45
2012,CZECH REPUBLIC,CZE,1.02,0.13,15.00,81.69,72.90,86.45
2013,CZECH REPUBLIC,CZE,1.01,0.13,14.00,82.63,73.36,86.45
2014,CZECH REPUBLIC,CZE,1.14,0.14,13.00,84.62,78.47,86.60
2015,CZECH REPUBLIC,CZE,1.12,0.14,13.00,82.69,77.99,87.08
1996,DENMARK,DNK,1.79,0.19,7.00,97.61,93.33,100.00
1998,DENMARK,DNK,1.84,0.19,7.00,98.09,92.38,100.00
2000,DENMARK,DNK,1.80,0.16,7.00,97.13,92.86,100.00
2002,DENMARK,DNK,1.87,0.18,8.00,99.04,92.86,100.00
2003,DENMARK,DNK,1.92,0.18,8.00,99.04,93.81,100.00
2004,DENMARK,DNK,1.95,0.17,8.00,98.56,93.81,100.00
2005,DENMARK,DNK,1.95,0.17,8.00,99.04,93.81,100.00
2006,DENMARK,DNK,1.99,0.17,9.00,100.00,93.81,100.00
2007,DENMARK,DNK,2.00,0.17,9.00,100.00,93.81,100.00
2008,DENMARK,DNK,1.95,0.17,9.00,99.52,92.82,100.00
2009,DENMARK,DNK,1.92,0.16,10.00,98.58,92.92,100.00
2010,DENMARK,DNK,1.90,0.16,10.00,98.58,92.45,100.00
2011,DENMARK,DNK,1.93,0.15,10.00,99.06,92.99,100.00
2012,DENMARK,DNK,1.86,0.15,11.00,98.12,90.65,100.00
2013,DENMARK,DNK,1.88,0.15,11.00,98.59,92.06,100.00
2014,DENMARK,DNK,2.09,0.17,10.00,99.52,92.82,100.00
2015,DENMARK,DNK,2.04,0.16,10.00,99.04,92.34,100.00
1996,DJIBOUTI,DJI,-0.96,0.34,3.00,19.14,5.71,37.14
1998,DJIBOUTI,DJI,-0.87,0.28,5.00,21.05,9.05,36.67
2000,DJIBOUTI,DJI,-0.89,0.23,5.00,24.40,10.48,34.29
2002,DJIBOUTI,DJI,-0.88,0.24,5.00,22.97,8.57,36.67
2003,DJIBOUTI,DJI,-0.85,0.24,5.00,22.97,10.00,40.48
2004,DJIBOUTI,DJI,-0.80,0.22,6.00,24.40,12.38,38.57
2005,DJIBOUTI,DJI,-0.91,0.22,7.00,20.10,9.52,36.19
2006,DJIBOUTI,DJI,-0.82,0.22,7.00,23.92,10.95,40.48
2007,DJIBOUTI,DJI,-0.70,0.21,7.00,28.23,15.24,45.24
2008,DJIBOUTI,DJI,-0.58,0.20,8.00,35.10,20.57,49.28
2009,DJIBOUTI,DJI,-0.65,0.16,9.00,31.75,19.34,42.92
2010,DJIBOUTI,DJI,-0.71,0.16,9.00,28.91,17.92,40.09
2011,DJIBOUTI,DJI,-0.79,0.15,9.00,24.88,15.42,35.51
2012,DJIBOUTI,DJI,-0.77,0.16,9.00,26.76,16.36,38.32
2013,DJIBOUTI,DJI,-0.75,0.15,10.00,27.23,15.42,39.25
2014,DJIBOUTI,DJI,-0.85,0.16,9.00,20.19,10.05,32.06
2015,DJIBOUTI,DJI,-0.90,0.16,8.00,18.27,10.05,29.67
1996,DOMINICA,DMA,0.78,0.37,2.00,76.08,57.14,90.48
1998,DOMINICA,DMA,0.66,0.32,3.00,71.29,54.29,85.24
2000,DOMINICA,DMA,0.62,0.26,3.00,68.90,57.62,83.33
2002,DOMINICA,DMA,0.72,0.30,3.00,72.25,59.05,86.67
2003,DOMINICA,DMA,0.68,0.28,3.00,72.25,59.05,83.81
2004,DOMINICA,DMA,0.62,0.26,4.00,69.38,59.05,83.33
2005,DOMINICA,DMA,0.62,0.27,4.00,68.42,58.10,83.33
2006,DOMINICA,DMA,0.69,0.28,4.00,69.38,59.52,88.10
2007,DOMINICA,DMA,0.66,0.28,4.00,70.33,59.05,83.81
2008,DOMINICA,DMA,0.63,0.23,4.00,69.71,59.33,83.73
2009,DOMINICA,DMA,0.70,0.22,4.00,70.14,61.79,83.96
2010,DOMINICA,DMA,0.69,0.22,4.00,69.19,62.26,82.55
2011,DOMINICA,DMA,0.64,0.22,4.00,68.54,62.15,79.91
2012,DOMINICA,DMA,0.63,0.21,4.00,69.01,61.68,79.44
2013,DOMINICA,DMA,0.64,0.21,4.00,70.42,61.68,80.84
2014,DOMINICA,DMA,0.47,0.23,3.00,68.75,61.72,77.51
2015,DOMINICA,DMA,0.64,0.23,3.00,73.56,65.07,81.82
1996,DOMINICAN REPUBLIC,DOM,-0.50,0.21,5.00,33.97,23.81,48.57
1998,DOMINICAN REPUBLIC,DOM,-0.48,0.21,6.00,34.45,22.86,47.14
2000,DOMINICAN REPUBLIC,DOM,-0.62,0.18,7.00,32.54,22.86,41.90
2002,DOMINICAN REPUBLIC,DOM,-0.69,0.18,9.00,29.67,19.52,39.52
2003,DOMINICAN REPUBLIC,DOM,-0.62,0.18,9.00,30.62,20.48,43.33
2004,DOMINICAN REPUBLIC,DOM,-0.65,0.16,12.00,32.54,19.05,40.48
2005,DOMINICAN REPUBLIC,DOM,-0.68,0.16,12.00,31.10,18.57,40.00
2006,DOMINICAN REPUBLIC,DOM,-0.57,0.15,14.00,34.93,24.29,45.71
2007,DOMINICAN REPUBLIC,DOM,-0.62,0.15,14.00,32.54,21.90,44.76
2008,DOMINICAN REPUBLIC,DOM,-0.67,0.15,14.00,30.29,20.57,40.19
2009,DOMINICAN REPUBLIC,DOM,-0.77,0.14,14.00,25.12,16.51,36.79
2010,DOMINICAN REPUBLIC,DOM,-0.80,0.14,14.00,25.12,15.57,34.43
2011,DOMINICAN REPUBLIC,DOM,-0.76,0.14,15.00,25.82,16.82,36.45
2012,DOMINICAN REPUBLIC,DOM,-0.69,0.14,15.00,30.05,18.22,40.19
2013,DOMINICAN REPUBLIC,DOM,-0.51,0.14,15.00,38.97,28.50,46.26
2014,DOMINICAN REPUBLIC,DOM,-0.38,0.15,13.00,40.38,29.67,53.59
2015,DOMINICAN REPUBLIC,DOM,-0.46,0.15,14.00,37.98,27.75,48.33
1996,ECUADOR,ECU,-0.51,0.21,6.00,33.49,23.81,48.57
1998,ECUADOR,ECU,-0.64,0.21,7.00,30.62,18.10,42.86
2000,ECUADOR,ECU,-0.68,0.16,8.00,30.14,19.52,39.52
2002,ECUADOR,ECU,-0.77,0.18,9.00,27.27,16.67,36.67
2003,ECUADOR,ECU,-0.76,0.18,10.00,26.79,16.67,40.00
2004,ECUADOR,ECU,-0.74,0.16,13.00,27.75,17.14,37.62
2005,ECUADOR,ECU,-0.84,0.16,13.00,23.92,13.81,34.76
2006,ECUADOR,ECU,-1.07,0.16,14.00,13.88,7.14,25.24
2007,ECUADOR,ECU,-1.07,0.16,15.00,13.40,7.62,23.33
2008,ECUADOR,ECU,-1.18,0.15,15.00,10.10,5.26,20.57
2009,ECUADOR,ECU,-1.25,0.14,16.00,7.58,3.77,16.51
2010,ECUADOR,ECU,-1.20,0.14,16.00,10.43,4.72,17.92
2011,ECUADOR,ECU,-1.20,0.14,15.00,11.74,3.74,16.82
2012,ECUADOR,ECU,-1.14,0.14,16.00,12.21,5.14,18.22
2013,ECUADOR,ECU,-0.96,0.14,16.00,18.31,11.68,28.97
2014,ECUADOR,ECU,-1.06,0.16,13.00,13.46,7.66,22.97
2015,ECUADOR,ECU,-1.03,0.15,14.00,13.94,7.18,23.92
1996,"EGYPT, ARAB REP.",EGY,0.05,0.20,6.00,53.59,42.38,60.95
1998,"EGYPT, ARAB REP.",EGY,-0.03,0.19,8.00,51.20,40.00,60.00
2000,"EGYPT, ARAB REP.",EGY,-0.01,0.16,8.00,51.20,42.86,59.05
2002,"EGYPT, ARAB REP.",EGY,0.05,0.17,9.00,55.02,47.62,60.95
2003,"EGYPT, ARAB REP.",EGY,0.06,0.18,10.00,54.55,44.76,62.38
2004,"EGYPT, ARAB REP.",EGY,0.09,0.16,12.00,55.98,47.62,60.48
2005,"EGYPT, ARAB REP.",EGY,0.03,0.16,12.00,54.07,46.19,58.57
2006,"EGYPT, ARAB REP.",EGY,-0.21,0.14,14.00,49.76,41.43,54.76
2007,"EGYPT, ARAB REP.",EGY,-0.19,0.15,14.00,49.28,42.38,54.76
2008,"EGYPT, ARAB REP.",EGY,-0.08,0.14,15.00,52.88,45.45,57.89
2009,"EGYPT, ARAB REP.",EGY,-0.06,0.14,15.00,54.03,45.75,59.43
2010,"EGYPT, ARAB REP.",EGY,-0.12,0.14,15.00,51.18,44.81,58.49
2011,"EGYPT, ARAB REP.",EGY,-0.41,0.13,16.00,42.72,30.84,50.00
2012,"EGYPT, ARAB REP.",EGY,-0.46,0.13,17.00,40.38,31.31,47.66
2013,"EGYPT, ARAB REP.",EGY,-0.60,0.13,17.00,34.27,24.77,43.46
2014,"EGYPT, ARAB REP.",EGY,-0.60,0.14,15.00,31.25,22.01,40.67
2015,"EGYPT, ARAB REP.",EGY,-0.50,0.14,15.00,35.58,26.32,45.93
1996,EL SALVADOR,SLV,-0.90,0.20,7.00,21.53,10.95,31.90
1998,EL SALVADOR,SLV,-0.75,0.21,7.00,25.84,16.19,36.67
2000,EL SALVADOR,SLV,-0.75,0.16,9.00,28.23,18.10,35.71
2002,EL SALVADOR,SLV,-0.56,0.18,10.00,34.45,25.24,45.71
2003,EL SALVADOR,SLV,-0.50,0.18,10.00,38.28,26.19,45.71
2004,EL SALVADOR,SLV,-0.38,0.16,12.00,41.15,32.86,50.00
2005,EL SALVADOR,SLV,-0.47,0.16,12.00,39.23,29.52,46.67
2006,EL SALVADOR,SLV,-0.65,0.16,13.00,30.62,20.48,44.29
2007,EL SALVADOR,SLV,-0.69,0.16,13.00,29.19,17.62,42.38
2008,EL SALVADOR,SLV,-0.72,0.16,13.00,26.44,19.62,38.28
2009,EL SALVADOR,SLV,-0.81,0.15,14.00,22.27,16.04,35.85
2010,EL SALVADOR,SLV,-0.86,0.15,14.00,22.27,12.74,32.55
2011,EL SALVADOR,SLV,-0.76,0.14,15.00,26.29,16.82,36.45
2012,EL SALVADOR,SLV,-0.74,0.14,16.00,28.64,16.82,38.79
2013,EL SALVADOR,SLV,-0.65,0.14,16.00,31.46,21.03,42.06
2014,EL SALVADOR,SLV,-0.51,0.15,14.00,35.58,24.40,46.89
2015,EL SALVADOR,SLV,-0.59,0.15,14.00,31.73,20.57,42.11
1996,EQUATORIAL GUINEA,GNQ,-1.16,0.23,3.00,12.44,5.24,26.19
1998,EQUATORIAL GUINEA,GNQ,-1.44,0.21,6.00,7.18,1.90,15.71
2000,EQUATORIAL GUINEA,GNQ,-1.30,0.18,6.00,10.05,2.86,18.10
2002,EQUATORIAL GUINEA,GNQ,-1.39,0.19,7.00,6.22,1.90,15.71
2003,EQUATORIAL GUINEA,GNQ,-1.35,0.19,7.00,7.66,3.33,16.67
2004,EQUATORIAL GUINEA,GNQ,-1.45,0.18,8.00,6.22,1.90,13.33
2005,EQUATORIAL GUINEA,GNQ,-1.41,0.18,8.00,7.66,1.90,13.33
2006,EQUATORIAL GUINEA,GNQ,-1.34,0.18,8.00,6.70,1.90,14.29
2007,EQUATORIAL GUINEA,GNQ,-1.28,0.18,7.00,8.13,2.86,16.67
2008,EQUATORIAL GUINEA,GNQ,-1.25,0.17,7.00,8.17,3.83,19.62
2009,EQUATORIAL GUINEA,GNQ,-1.25,0.17,7.00,8.53,3.30,17.45
2010,EQUATORIAL GUINEA,GNQ,-1.27,0.16,8.00,8.53,2.83,16.51
2011,EQUATORIAL GUINEA,GNQ,-1.20,0.15,8.00,12.21,3.27,17.76
2012,EQUATORIAL GUINEA,GNQ,-1.25,0.16,8.00,8.92,2.80,16.82
2013,EQUATORIAL GUINEA,GNQ,-1.30,0.15,9.00,7.51,3.27,14.49
2014,EQUATORIAL GUINEA,GNQ,-1.41,0.17,7.00,4.81,1.91,10.05
2015,EQUATORIAL GUINEA,GNQ,-1.40,0.16,7.00,5.29,2.39,11.48
1996,ERITREA,ERI,-0.38,0.37,2.00,38.76,18.10,58.10
1998,ERITREA,ERI,-0.23,0.30,4.00,44.98,28.10,60.00
2000,ERITREA,ERI,-0.47,0.25,4.00,36.36,24.76,50.48
2002,ERITREA,ERI,-0.39,0.26,5.00,40.67,25.71,53.81
2003,ERITREA,ERI,-0.51,0.26,5.00,37.32,20.48,49.52
2004,ERITREA,ERI,-0.69,0.23,7.00,29.67,14.29,43.33
2005,ERITREA,ERI,-0.84,0.23,7.00,23.44,10.48,39.52
2006,ERITREA,ERI,-1.10,0.19,8.00,12.92,5.71,25.24
2007,ERITREA,ERI,-1.18,0.19,8.00,10.05,4.76,21.90
2008,ERITREA,ERI,-1.22,0.17,10.00,9.13,3.83,20.10
2009,ERITREA,ERI,-1.24,0.16,10.00,9.00,3.30,17.45
2010,ERITREA,ERI,-1.29,0.16,10.00,7.58,2.83,15.57
2011,ERITREA,ERI,-1.29,0.15,10.00,7.04,2.34,15.42
2012,ERITREA,ERI,-1.32,0.15,10.00,6.57,2.34,14.95
2013,ERITREA,ERI,-1.35,0.15,11.00,6.57,2.80,13.55
2014,ERITREA,ERI,-1.46,0.16,8.00,3.37,1.91,7.66
2015,ERITREA,ERI,-1.41,0.16,9.00,4.81,2.39,11.00
1996,ESTONIA,EST,0.47,0.20,5.00,62.20,55.71,76.19
1998,ESTONIA,EST,0.53,0.20,7.00,67.46,59.52,76.19
2000,ESTONIA,EST,0.58,0.16,9.00,66.51,60.95,74.29
2002,ESTONIA,EST,0.76,0.16,12.00,72.73,64.29,81.90
2003,ESTONIA,EST,0.75,0.16,12.00,72.73,63.33,82.38
2004,ESTONIA,EST,0.92,0.14,12.00,80.38,70.95,85.24
2005,ESTONIA,EST,0.92,0.15,12.00,80.86,69.52,86.19
2006,ESTONIA,EST,1.09,0.15,13.00,84.21,73.33,89.52
2007,ESTONIA,EST,1.12,0.14,14.00,84.21,78.57,89.52
2008,ESTONIA,EST,1.16,0.14,14.00,85.58,81.34,89.47
2009,ESTONIA,EST,1.09,0.14,13.00,84.36,75.00,88.21
2010,ESTONIA,EST,1.13,0.14,13.00,83.89,79.25,88.21
2011,ESTONIA,EST,1.16,0.13,14.00,85.45,78.50,88.32
2012,ESTONIA,EST,1.14,0.13,14.00,84.51,77.57,87.85
2013,ESTONIA,EST,1.18,0.13,14.00,86.38,79.91,87.85
2014,ESTONIA,EST,1.36,0.14,13.00,86.54,84.21,89.00
2015,ESTONIA,EST,1.33,0.14,13.00,86.54,82.30,89.47
1996,ETHIOPIA,ETH,-0.91,0.21,5.00,21.05,10.95,31.90
1998,ETHIOPIA,ETH,-0.79,0.21,7.00,23.92,13.81,35.71
2000,ETHIOPIA,ETH,-0.87,0.17,8.00,25.36,12.86,32.86
2002,ETHIOPIA,ETH,-0.90,0.18,9.00,22.01,10.95,33.33
2003,ETHIOPIA,ETH,-0.80,0.18,10.00,25.36,15.71,37.14
2004,ETHIOPIA,ETH,-0.81,0.16,12.00,22.49,14.29,35.71
2005,ETHIOPIA,ETH,-0.86,0.16,12.00,22.97,12.86,33.81
2006,ETHIOPIA,ETH,-0.62,0.14,15.00,32.54,23.33,44.29
2007,ETHIOPIA,ETH,-0.60,0.15,15.00,33.97,21.90,45.24
2008,ETHIOPIA,ETH,-0.66,0.14,15.00,30.77,20.57,40.19
2009,ETHIOPIA,ETH,-0.78,0.14,15.00,23.70,16.51,35.85
2010,ETHIOPIA,ETH,-0.75,0.14,15.00,26.54,17.92,34.91
2011,ETHIOPIA,ETH,-0.70,0.13,16.00,29.58,19.63,38.79
2012,ETHIOPIA,ETH,-0.65,0.13,16.00,31.92,21.50,42.06
2013,ETHIOPIA,ETH,-0.61,0.13,16.00,33.33,22.43,43.46
2014,ETHIOPIA,ETH,-0.42,0.14,14.00,38.94,29.19,48.80
2015,ETHIOPIA,ETH,-0.44,0.14,14.00,38.46,29.19,48.33
1996,FIJI,FJI,0.21,0.34,3.00,57.89,40.95,69.52
1998,FIJI,FJI,0.11,0.29,4.00,54.07,37.14,68.57
2000,FIJI,FJI,-0.50,0.24,4.00,34.93,24.29,49.52
2002,FIJI,FJI,-0.39,0.26,4.00,40.19,25.24,54.29
2003,FIJI,FJI,-0.12,0.25,4.00,49.28,36.19,60.95
2004,FIJI,FJI,0.00,0.24,4.00,52.63,40.00,61.90
2005,FIJI,FJI,-0.06,0.25,4.00,52.63,39.05,60.00
2006,FIJI,FJI,-0.08,0.25,5.00,52.15,39.52,60.00
2007,FIJI,FJI,-0.60,0.24,5.00,34.45,16.67,49.05
2008,FIJI,FJI,-0.55,0.22,5.00,36.54,20.57,50.24
2009,FIJI,FJI,-0.76,0.22,6.00,26.07,13.68,42.92
2010,FIJI,FJI,-0.85,0.21,7.00,23.70,10.85,36.79
2011,FIJI,FJI,-0.81,0.21,7.00,23.94,13.55,39.72
2012,FIJI,FJI,-0.78,0.20,7.00,25.82,13.08,42.06
2013,FIJI,FJI,-0.82,0.21,6.00,23.94,12.15,40.19
2014,FIJI,FJI,-0.54,0.22,5.00,34.62,18.66,49.28
2015,FIJI,FJI,-0.43,0.22,5.00,38.94,23.44,55.02
1996,FINLAND,FIN,1.88,0.19,7.00,99.04,93.33,100.00
1998,FINLAND,FIN,1.97,0.19,7.00,100.00,93.81,100.00
2000,FINLAND,FIN,1.94,0.16,7.00,100.00,94.29,100.00
2002,FINLAND,FIN,1.90,0.18,8.00,99.52,93.33,100.00
2003,FINLAND,FIN,1.96,0.18,8.00,100.00,94.29,100.00
2004,FINLAND,FIN,1.97,0.17,8.00,99.52,93.81,100.00
2005,FINLAND,FIN,1.95,0.17,8.00,99.52,94.29,100.00
2006,FINLAND,FIN,1.96,0.17,9.00,99.52,92.86,100.00
2007,FINLAND,FIN,1.90,0.17,9.00,98.56,91.90,100.00
2008,FINLAND,FIN,1.90,0.17,9.00,98.08,91.87,100.00
2009,FINLAND,FIN,1.97,0.16,10.00,100.00,93.87,100.00
2010,FINLAND,FIN,1.98,0.16,10.00,100.00,93.40,100.00
2011,FINLAND,FIN,1.96,0.15,10.00,100.00,92.99,100.00
2012,FINLAND,FIN,1.95,0.15,11.00,99.53,92.99,100.00
2013,FINLAND,FIN,1.94,0.15,11.00,99.06,92.99,100.00
2014,FINLAND,FIN,2.12,0.17,10.00,100.00,92.82,100.00
2015,FINLAND,FIN,2.07,0.16,10.00,100.00,93.78,100.00
1996,FRANCE,FRA,1.45,0.19,7.00,91.87,85.71,97.14
1998,FRANCE,FRA,1.36,0.19,7.00,91.39,82.86,93.81
2000,FRANCE,FRA,1.40,0.16,8.00,91.39,83.81,94.29
2002,FRANCE,FRA,1.20,0.18,8.00,84.69,76.67,91.90
2003,FRANCE,FRA,1.34,0.18,8.00,89.95,82.38,93.81
2004,FRANCE,FRA,1.45,0.17,8.00,91.87,86.19,94.76
2005,FRANCE,FRA,1.40,0.17,8.00,90.43,84.29,94.29
2006,FRANCE,FRA,1.45,0.16,10.00,90.43,88.10,93.81
2007,FRANCE,FRA,1.43,0.16,11.00,89.95,86.67,93.33
2008,FRANCE,FRA,1.48,0.16,11.00,90.87,87.08,94.26
2009,FRANCE,FRA,1.43,0.16,11.00,89.57,85.38,92.92
2010,FRANCE,FRA,1.51,0.16,10.00,90.52,87.26,95.75
2011,FRANCE,FRA,1.44,0.14,11.00,90.14,85.98,92.99
2012,FRANCE,FRA,1.44,0.15,11.00,90.14,86.45,92.52
2013,FRANCE,FRA,1.41,0.15,11.00,88.26,85.98,92.52
2014,FRANCE,FRA,1.47,0.17,10.00,88.46,85.17,90.91
2015,FRANCE,FRA,1.41,0.16,10.00,88.46,83.73,90.43
1996,FRENCH GUIANA,GUF,0.93,0.39,1.00,79.43,60.00,93.81
1998,FRENCH GUIANA,GUF,0.96,0.36,1.00,81.34,61.90,92.86
2000,FRENCH GUIANA,GUF,0.95,0.29,1.00,80.86,63.33,91.43
2002,FRENCH GUIANA,GUF,0.94,0.36,1.00,79.43,61.90,92.86
2003,FRENCH GUIANA,GUF,0.94,0.33,1.00,79.90,62.86,91.43
2004,FRENCH GUIANA,GUF,0.55,0.34,1.00,66.51,51.90,84.76
2005,FRENCH GUIANA,GUF,0.88,0.35,1.00,79.90,60.00,90.95
2006,FRENCH GUIANA,GUF,0.86,0.39,1.00,76.08,59.05,90.48
2007,FRENCH GUIANA,GUF,0.61,0.37,1.00,67.94,54.29,87.14
2008,FRENCH GUIANA,GUF,0.61,0.34,1.00,68.75,55.02,86.12
2009,FRENCH GUIANA,GUF,1.14,0.23,2.00,85.31,71.23,91.04
2010,FRENCH GUIANA,GUF,1.17,0.23,2.00,86.26,73.58,91.04
2011,FRENCH GUIANA,GUF,1.22,0.21,2.00,86.38,74.77,90.65
2012,FRENCH GUIANA,GUF,1.18,0.23,2.00,86.38,72.90,90.19
2013,FRENCH GUIANA,GUF,1.15,0.23,2.00,84.51,73.36,90.19
2014,FRENCH GUIANA,GUF,1.11,0.28,2.00,83.65,75.12,89.00
2015,FRENCH GUIANA,GUF,1.32,0.26,2.00,86.06,78.47,92.34
1996,GABON,GAB,-0.62,0.21,5.00,30.62,18.57,42.38
1998,GABON,GAB,-0.34,0.21,7.00,40.19,29.05,51.90
2000,GABON,GAB,-0.16,0.17,8.00,46.89,38.10,55.24
2002,GABON,GAB,-0.21,0.19,8.00,47.85,36.67,56.19
2003,GABON,GAB,-0.39,0.19,8.00,41.15,28.57,50.48
2004,GABON,GAB,-0.51,0.17,9.00,36.84,24.76,45.71
2005,GABON,GAB,-0.46,0.17,9.00,39.71,28.57,46.67
2006,GABON,GAB,-0.73,0.16,10.00,27.27,16.19,40.48
2007,GABON,GAB,-0.70,0.16,10.00,28.71,17.62,42.38
2008,GABON,GAB,-0.63,0.16,10.00,32.69,20.57,42.58
2009,GABON,GAB,-0.55,0.15,10.00,36.02,22.64,45.75
2010,GABON,GAB,-0.51,0.15,10.00,35.55,26.42,47.64
2011,GABON,GAB,-0.45,0.14,10.00,40.85,30.37,49.07
2012,GABON,GAB,-0.45,0.14,12.00,40.85,29.91,48.60
2013,GABON,GAB,-0.54,0.14,13.00,37.56,26.17,45.79
2014,GABON,GAB,-0.50,0.15,11.00,36.06,24.88,47.37
2015,GABON,GAB,-0.54,0.15,12.00,33.65,24.88,45.45
1996,"GAMBIA, THE",GMB,0.10,0.31,4.00,55.50,37.62,65.24
1998,"GAMBIA, THE",GMB,0.04,0.26,6.00,52.63,37.14,65.71
2000,"GAMBIA, THE",GMB,-0.13,0.23,6.00,48.33,34.76,58.10
2002,"GAMBIA, THE",GMB,-0.29,0.23,7.00,45.45,30.95,56.19
2003,"GAMBIA, THE",GMB,0.16,0.21,8.00,58.37,46.67,63.33
2004,"GAMBIA, THE",GMB,-0.30,0.19,9.00,43.54,33.81,53.81
2005,"GAMBIA, THE",GMB,-0.28,0.19,9.00,44.02,33.81,54.29
2006,"GAMBIA, THE",GMB,-0.30,0.16,10.00,45.93,35.71,52.38
2007,"GAMBIA, THE",GMB,-0.24,0.16,10.00,47.85,37.14,54.76
2008,"GAMBIA, THE",GMB,-0.35,0.16,10.00,43.75,33.49,52.63
2009,"GAMBIA, THE",GMB,-0.44,0.15,10.00,41.71,29.72,50.47
2010,"GAMBIA, THE",GMB,-0.51,0.15,10.00,36.02,26.42,47.64
2011,"GAMBIA, THE",GMB,-0.51,0.15,10.00,36.62,26.64,48.13
2012,"GAMBIA, THE",GMB,-0.54,0.15,10.00,37.56,26.64,46.73
2013,"GAMBIA, THE",GMB,-0.60,0.14,11.00,34.74,22.43,44.39
2014,"GAMBIA, THE",GMB,-0.63,0.15,10.00,29.81,18.66,40.67
2015,"GAMBIA, THE",GMB,-0.66,0.15,10.00,29.33,17.70,40.19
1996,GEORGIA,GEO,-1.45,0.28,4.00,8.13,1.90,18.10
1998,GEORGIA,GEO,-1.46,0.26,5.00,6.70,1.90,17.14
2000,GEORGIA,GEO,-1.12,0.21,7.00,13.88,4.29,28.10
2002,GEORGIA,GEO,-1.17,0.21,8.00,11.96,3.81,25.24
2003,GEORGIA,GEO,-1.00,0.21,8.00,17.70,8.10,29.52
2004,GEORGIA,GEO,-0.67,0.17,10.00,31.10,19.05,40.95
2005,GEORGIA,GEO,-0.72,0.18,10.00,30.14,16.67,40.00
2006,GEORGIA,GEO,-0.48,0.15,13.00,39.71,27.62,49.52
2007,GEORGIA,GEO,-0.34,0.15,14.00,45.45,34.29,52.38
2008,GEORGIA,GEO,-0.26,0.15,14.00,48.56,37.80,54.07
2009,GEORGIA,GEO,-0.21,0.14,14.00,49.29,41.98,55.19
2010,GEORGIA,GEO,-0.21,0.14,14.00,48.82,40.57,56.13
2011,GEORGIA,GEO,-0.13,0.13,14.00,51.64,45.79,57.48
2012,GEORGIA,GEO,-0.02,0.13,16.00,55.40,48.60,59.35
2013,GEORGIA,GEO,-0.01,0.13,15.00,53.99,48.13,59.35
2014,GEORGIA,GEO,0.20,0.13,14.00,64.42,56.94,67.94
2015,GEORGIA,GEO,0.30,0.14,14.00,65.38,60.29,70.33
1996,GERMANY,DEU,1.57,0.19,7.00,93.78,89.05,99.05
1998,GERMANY,DEU,1.61,0.19,7.00,93.78,89.52,98.57
2000,GERMANY,DEU,1.59,0.16,8.00,93.78,89.05,99.05
2002,GERMANY,DEU,1.61,0.18,8.00,93.78,89.05,99.52
2003,GERMANY,DEU,1.62,0.18,8.00,93.78,89.52,98.57
2004,GERMANY,DEU,1.63,0.17,8.00,93.78,89.52,97.62
2005,GERMANY,DEU,1.66,0.17,8.00,93.30,90.00,98.57
2006,GERMANY,DEU,1.76,0.16,10.00,95.22,90.48,100.00
2007,GERMANY,DEU,1.75,0.16,10.00,94.74,90.48,100.00
2008,GERMANY,DEU,1.72,0.16,10.00,94.23,89.47,100.00
2009,GERMANY,DEU,1.64,0.16,10.00,92.89,88.68,98.11
2010,GERMANY,DEU,1.62,0.16,10.00,91.47,88.21,98.11
2011,GERMANY,DEU,1.61,0.14,12.00,91.55,88.32,97.66
2012,GERMANY,DEU,1.65,0.15,12.00,92.02,88.32,98.60
2013,GERMANY,DEU,1.63,0.15,11.00,92.02,87.85,98.13
2014,GERMANY,DEU,1.85,0.17,10.00,93.27,89.00,100.00
2015,GERMANY,DEU,1.78,0.16,10.00,92.79,89.47,99.04
1996,GHANA,GHA,-0.34,0.21,5.00,41.15,28.57,51.90
1998,GHANA,GHA,-0.44,0.21,7.00,35.89,24.76,49.52
2000,GHANA,GHA,0.09,0.17,8.00,54.55,45.71,62.86
2002,GHANA,GHA,-0.03,0.18,10.00,51.67,44.76,60.00
2003,GHANA,GHA,0.00,0.17,11.00,53.11,44.29,60.95
2004,GHANA,GHA,-0.15,0.16,12.00,48.80,39.05,57.14
2005,GHANA,GHA,-0.14,0.15,12.00,48.80,40.95,56.67
2006,GHANA,GHA,0.00,0.15,14.00,54.55,48.57,59.52
2007,GHANA,GHA,-0.01,0.15,14.00,53.59,47.14,59.05
2008,GHANA,GHA,-0.10,0.14,15.00,52.40,44.98,56.94
2009,GHANA,GHA,-0.08,0.14,16.00,52.61,45.75,58.96
2010,GHANA,GHA,-0.06,0.14,16.00,54.03,46.70,59.91
2011,GHANA,GHA,-0.04,0.13,17.00,54.46,48.60,60.75
2012,GHANA,GHA,-0.02,0.13,17.00,54.93,47.66,59.35
2013,GHANA,GHA,0.12,0.13,17.00,57.28,52.80,61.68
2014,GHANA,GHA,0.02,0.14,15.00,59.13,48.33,65.07
2015,GHANA,GHA,0.12,0.14,15.00,60.58,53.59,66.03
1996,GREECE,GRC,0.98,0.19,7.00,81.82,65.24,89.52
1998,GREECE,GRC,0.71,0.19,7.00,71.77,64.29,82.86
2000,GREECE,GRC,0.82,0.16,8.00,73.21,65.24,83.81
2002,GREECE,GRC,0.71,0.18,8.00,71.29,63.33,80.95
