,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
HONDURAS,HND,-0.35,0.21,6.00,38.46,27.27,51.20,-0.13,0.22,6.00,46.63,34.93,55.98,-0.19,0.21,7.00,46.63,32.06,52.63,-0.20,0.17,8.00,42.79,35.41,50.72,-0.18,0.17,9.00,40.87,35.41,49.28,-0.32,0.15,12.00,37.50,31.10,46.41,-0.31,0.15,13.00,37.50,30.14,47.85,-0.18,0.12,14.00,42.31,34.45,46.89,-0.24,0.13,14.00,40.38,34.45,46.89,-0.35,0.12,14.00,35.58,30.14,44.50,-0.55,0.12,15.00,30.33,29.25,35.38,-0.52,0.12,15.00,30.81,29.25,35.85,-0.49,0.12,15.00,31.46,28.50,38.32,-0.49,0.12,15.00,32.86,27.57,40.19,-0.50,0.12,15.00,31.46,28.04,37.85,-0.43,0.13,13.00,33.99,29.90,41.18,-0.45,0.13,13.00,32.02,27.94,40.20
"HONG KONG SAR, CHINA",HKG,0.31,0.23,5.00,60.10,49.76,69.38,-0.15,0.25,5.00,45.67,33.97,56.46,-0.06,0.23,6.00,50.00,34.45,58.85,0.12,0.21,7.00,51.44,41.63,60.77,0.33,0.21,7.00,57.21,45.93,67.46,0.58,0.20,7.00,66.83,56.46,77.99,0.56,0.20,7.00,64.90,56.94,75.12,0.52,0.17,9.00,62.50,55.50,72.25,0.48,0.17,9.00,60.58,55.02,69.86,0.45,0.16,9.00,60.58,55.02,69.38,0.47,0.16,9.00,61.14,55.66,68.87,0.50,0.16,9.00,63.03,55.66,69.81,0.57,0.15,10.00,65.73,57.01,71.03,0.63,0.14,10.00,66.67,60.75,73.83,0.71,0.13,10.00,69.48,64.02,75.70,0.50,0.15,9.00,65.02,57.35,71.08,0.48,0.15,8.00,63.55,56.86,70.59
HUNGARY,HUN,1.01,0.22,6.00,77.88,66.99,90.91,1.08,0.23,6.00,81.73,67.94,93.78,1.16,0.22,7.00,87.02,72.25,95.69,1.16,0.17,9.00,87.02,72.73,95.22,1.14,0.17,9.00,87.02,72.73,94.26,1.14,0.17,9.00,85.58,76.56,90.91,1.16,0.17,9.00,86.54,73.21,92.34,1.02,0.14,11.00,78.85,72.25,90.43,1.04,0.14,11.00,80.77,71.29,91.39,0.96,0.14,12.00,76.44,69.38,87.56,0.90,0.14,12.00,74.88,67.92,86.32,0.90,0.14,12.00,75.36,68.40,85.38,0.85,0.14,12.00,74.18,67.29,81.78,0.75,0.12,13.00,70.42,64.95,76.17,0.74,0.12,12.00,69.95,65.42,75.70,0.53,0.13,11.00,65.52,59.31,71.08,0.52,0.13,11.00,66.01,58.33,71.08
ICELAND,ISL,1.50,0.24,5.00,94.23,83.73,100.00,1.48,0.26,5.00,94.71,79.90,100.00,1.55,0.24,6.00,96.63,86.12,100.00,1.50,0.22,7.00,97.12,85.17,100.00,1.55,0.22,7.00,98.56,87.56,100.00,1.64,0.23,7.00,96.15,89.00,100.00,1.59,0.22,7.00,97.12,88.52,100.00,1.49,0.17,8.00,96.15,89.95,100.00,1.47,0.17,8.00,96.15,88.52,100.00,1.47,0.17,8.00,96.15,87.56,100.00,1.44,0.17,8.00,95.73,87.26,100.00,1.48,0.16,9.00,95.73,89.62,100.00,1.45,0.16,9.00,95.31,88.32,100.00,1.47,0.15,10.00,94.84,89.25,99.07,1.47,0.14,10.00,94.84,89.72,99.53,1.39,0.16,8.00,94.09,83.33,99.51,1.40,0.16,8.00,95.07,83.82,99.51
INDIA,IND,0.40,0.22,6.00,62.02,52.63,71.77,0.28,0.23,6.00,57.21,47.37,66.51,0.26,0.22,7.00,56.25,48.80,66.03,0.36,0.17,9.00,58.17,50.72,67.46,0.39,0.17,9.00,59.62,49.76,67.94,0.38,0.17,10.00,61.06,51.67,68.90,0.39,0.17,11.00,60.10,54.07,69.86,0.42,0.13,14.00,59.13,54.55,67.46,0.43,0.13,14.00,59.13,55.02,67.46,0.44,0.13,14.00,60.10,55.50,68.42,0.45,0.13,14.00,60.19,55.66,67.92,0.43,0.13,14.00,60.66,55.66,67.92,0.42,0.13,15.00,60.56,55.14,67.29,0.39,0.12,15.00,60.09,56.07,65.89,0.42,0.12,14.00,61.50,56.54,66.36,0.39,0.13,12.00,60.10,54.90,67.65,0.39,0.13,12.00,60.59,54.41,68.63
INDONESIA,IDN,-0.81,0.22,6.00,23.56,13.88,35.41,-1.04,0.23,6.00,17.31,9.09,30.14,-0.44,0.22,7.00,34.13,24.40,48.80,-0.39,0.17,9.00,39.42,28.71,45.45,-0.38,0.15,10.00,37.02,28.71,43.54,-0.29,0.16,11.00,40.38,31.58,47.37,-0.16,0.15,12.00,44.71,35.41,54.07,-0.14,0.12,15.00,43.27,36.36,49.28,-0.07,0.12,15.00,46.63,38.28,53.59,-0.06,0.12,15.00,46.63,40.67,53.11,-0.03,0.12,15.00,46.92,41.04,54.72,-0.07,0.12,15.00,47.87,38.21,53.77,-0.04,0.11,16.00,47.89,41.12,55.14,0.05,0.11,16.00,51.64,43.93,56.54,0.01,0.11,15.00,49.30,43.46,56.54,0.13,0.13,12.00,51.23,47.06,59.80,0.14,0.13,12.00,52.22,46.08,59.31
"IRAN, ISLAMIC REP.",IRN,-0.87,0.22,5.00,20.67,13.88,33.49,-0.85,0.23,5.00,23.08,12.44,35.41,-0.92,0.23,5.00,21.15,11.48,31.58,-1.11,0.17,7.00,17.79,10.53,23.92,-1.32,0.17,7.00,10.10,6.70,21.53,-1.23,0.15,10.00,14.42,7.66,20.10,-1.30,0.16,10.00,10.10,6.22,17.70,-1.47,0.12,12.00,8.17,6.70,11.48,-1.53,0.12,12.00,7.69,4.31,9.57,-1.54,0.12,12.00,7.69,4.31,10.05,-1.55,0.12,11.00,6.64,4.25,9.91,-1.57,0.12,12.00,6.16,3.77,9.91,-1.55,0.12,12.00,6.57,4.67,10.75,-1.58,0.12,12.00,5.16,3.74,8.41,-1.60,0.11,12.00,4.23,3.27,8.41,-1.57,0.13,9.00,4.93,3.92,9.80,-1.54,0.13,9.00,5.42,4.41,12.25
IRAQ,IRQ,-1.96,0.22,5.00,0.48,0.00,6.22,-1.92,0.23,5.00,1.92,0.00,7.18,-1.99,0.23,5.00,0.96,0.00,4.78,-2.04,0.17,7.00,0.48,0.00,3.35,-1.46,0.18,6.00,9.13,4.31,16.75,-1.68,0.17,7.00,4.33,1.44,8.61,-1.40,0.17,8.00,9.13,5.26,15.31,-1.40,0.15,8.00,9.13,7.18,15.79,-1.23,0.14,8.00,12.50,8.61,20.10,-1.20,0.14,10.00,14.42,10.05,21.05,-1.10,0.14,12.00,15.64,9.91,24.53,-1.06,0.13,12.00,17.54,12.26,26.42,-1.14,0.14,11.00,14.08,10.75,24.30,-1.12,0.13,12.00,15.96,10.75,21.50,-1.10,0.13,12.00,16.43,12.62,22.90,-1.22,0.14,9.00,14.29,6.86,21.08,-1.19,0.14,9.00,14.78,9.31,21.57
IRELAND,IRL,1.40,0.22,6.00,91.35,79.90,100.00,1.37,0.23,6.00,91.83,76.56,100.00,1.44,0.22,7.00,93.27,83.25,100.00,1.26,0.20,8.00,89.42,73.68,100.00,1.22,0.19,8.00,89.90,75.12,98.09,1.49,0.19,8.00,94.23,89.00,99.52,1.61,0.19,8.00,97.60,89.95,100.00,1.42,0.16,10.00,94.71,86.12,100.00,1.42,0.16,10.00,95.67,86.60,100.00,1.45,0.16,10.00,95.67,87.56,100.00,1.37,0.15,10.00,93.84,85.85,100.00,1.34,0.15,10.00,93.36,82.55,99.06,1.32,0.15,11.00,92.49,83.18,96.26,1.33,0.14,11.00,92.02,83.64,96.26,1.32,0.14,10.00,92.02,84.11,96.26,1.34,0.16,8.00,92.61,80.88,99.02,1.35,0.16,8.00,92.61,81.86,99.51
ISRAEL,ISR,0.65,0.22,6.00,67.79,58.85,77.99,0.55,0.23,6.00,65.38,53.11,75.12,0.64,0.22,7.00,66.35,56.46,78.95,0.53,0.20,8.00,63.94,53.11,72.73,0.58,0.19,8.00,64.90,54.07,75.12,0.63,0.19,8.00,68.27,57.42,78.95,0.61,0.19,8.00,67.31,58.85,77.03,0.76,0.15,11.00,72.12,62.68,78.47,0.72,0.15,11.00,69.71,60.29,77.03,0.70,0.15,11.00,69.23,60.77,76.08,0.55,0.15,10.00,63.98,56.60,70.28,0.56,0.15,10.00,65.88,57.08,71.70,0.65,0.15,10.00,67.61,59.81,74.77,0.63,0.15,10.00,67.14,60.28,73.83,0.64,0.14,10.00,66.67,60.28,73.36,0.73,0.16,8.00,70.44,62.75,76.96,0.74,0.16,8.00,71.43,63.73,76.96
ITALY,ITA,1.13,0.22,6.00,85.10,71.77,93.78,1.04,0.23,6.00,78.85,66.51,92.82,1.02,0.22,7.00,79.33,67.46,91.39,1.02,0.20,8.00,78.85,68.90,92.34,0.95,0.19,8.00,76.44,66.03,90.43,1.16,0.19,8.00,87.02,75.60,92.82,1.02,0.19,8.00,80.77,71.29,89.95,1.05,0.16,10.00,82.21,72.25,91.87,1.10,0.15,11.00,85.10,73.68,93.30,1.02,0.15,11.00,81.25,69.86,90.91,1.03,0.15,12.00,80.57,70.28,91.51,0.95,0.12,13.00,75.83,69.34,86.79,0.90,0.12,14.00,75.12,68.22,83.64,0.90,0.12,14.00,74.65,69.16,84.11,0.94,0.12,13.00,76.06,70.56,85.98,1.00,0.14,10.00,77.34,71.08,89.22,1.01,0.14,10.00,77.34,72.06,91.67
JAMAICA,JAM,0.56,0.22,5.00,64.42,55.02,75.12,0.71,0.23,5.00,68.75,58.37,82.30,0.67,0.22,6.00,67.79,56.46,79.90,0.58,0.18,7.00,64.90,55.02,72.73,0.53,0.17,8.00,63.46,54.07,70.81,0.44,0.17,9.00,61.54,55.50,72.25,0.46,0.17,9.00,63.46,55.50,71.29,0.59,0.15,11.00,67.31,56.94,74.64,0.60,0.15,11.00,66.35,57.89,72.25,0.53,0.14,11.00,62.98,56.94,69.86,0.55,0.15,11.00,63.51,56.60,70.28,0.42,0.14,11.00,59.24,55.19,67.92,0.43,0.14,12.00,61.03,55.14,67.76,0.45,0.13,13.00,62.44,57.01,67.29,0.51,0.12,13.00,64.32,57.94,69.16,0.53,0.13,11.00,66.01,59.31,71.08,0.55,0.13,11.00,66.50,58.82,72.06
JAPAN,JPN,1.05,0.22,6.00,80.77,69.38,91.39,0.89,0.23,6.00,74.04,64.11,88.52,0.92,0.22,7.00,75.48,65.55,88.04,0.99,0.20,8.00,75.96,68.42,91.87,1.03,0.19,8.00,80.77,69.38,93.30,1.03,0.19,8.00,82.69,71.77,90.43,1.00,0.19,8.00,79.33,70.81,89.95,0.94,0.16,10.00,76.92,69.38,89.00,0.95,0.15,11.00,75.96,69.38,88.52,0.92,0.15,11.00,75.00,68.42,87.08,1.02,0.15,11.00,79.62,69.34,91.51,1.04,0.15,11.00,80.57,70.75,91.51,1.07,0.14,11.00,82.16,72.90,92.06,1.10,0.14,11.00,84.04,73.83,91.59,1.11,0.13,11.00,85.45,73.83,92.06,1.05,0.15,9.00,79.80,71.08,92.16,1.02,0.15,9.00,79.31,72.06,91.67
"JERSEY, CHANNEL ISLANDS",JEY,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.24,0.25,1.00,90.61,71.96,99.53,1.26,0.23,1.00,90.61,74.30,96.26,1.25,0.21,1.00,90.61,73.83,96.73,1.24,0.27,1.00,91.63,71.08,99.51,1.23,0.28,1.00,91.13,72.06,99.51
JORDAN,JOR,-0.17,0.22,5.00,45.67,33.01,55.02,-0.35,0.23,5.00,38.94,28.71,51.67,-0.19,0.22,6.00,46.15,31.58,53.11,-0.77,0.17,8.00,25.00,19.62,35.89,-0.68,0.15,10.00,27.40,22.49,35.89,-0.54,0.15,12.00,32.69,25.36,39.23,-0.51,0.15,13.00,31.25,26.79,39.71,-0.69,0.12,15.00,28.85,24.88,32.54,-0.65,0.12,16.00,29.81,24.88,34.45,-0.72,0.11,16.00,27.88,22.01,31.58,-0.78,0.11,16.00,27.49,20.75,30.19,-0.80,0.11,16.00,27.49,19.81,30.19,-0.80,0.11,16.00,26.29,18.69,28.97,-0.73,0.11,17.00,26.76,21.50,30.37,-0.82,0.11,16.00,24.88,20.09,28.50,-0.77,0.13,12.00,26.60,21.57,30.39,-0.78,0.13,11.00,26.60,21.08,29.41
KAZAKHSTAN,KAZ,-1.01,0.26,4.00,18.27,8.61,31.58,-0.74,0.23,5.00,27.88,15.31,38.76,-0.96,0.19,7.00,20.67,11.96,29.67,-1.09,0.16,8.00,18.27,11.00,23.92,-1.15,0.16,8.00,16.83,10.05,24.40,-1.12,0.16,9.00,17.79,8.61,23.44,-1.00,0.16,11.00,19.23,11.00,26.79,-1.15,0.13,13.00,16.83,9.57,21.53,-1.12,0.13,14.00,16.35,9.57,21.53,-1.05,0.13,15.00,18.27,12.44,25.36,-1.04,0.13,14.00,17.54,12.74,25.94,-1.10,0.13,14.00,15.17,11.32,24.53,-1.10,0.13,14.00,16.90,12.15,24.77,-1.16,0.12,15.00,15.02,10.28,19.63,-1.23,0.12,14.00,14.08,8.41,18.69,-1.16,0.13,12.00,15.27,9.80,22.06,-1.15,0.13,12.00,16.75,10.29,22.55
KENYA,KEN,-0.67,0.22,5.00,28.37,17.70,40.67,-0.98,0.23,5.00,20.67,10.53,31.58,-0.90,0.21,6.00,21.63,11.96,31.58,-0.75,0.17,9.00,25.96,20.10,37.32,-0.25,0.15,11.00,39.90,33.97,45.93,-0.17,0.15,12.00,43.75,35.89,51.20,-0.20,0.14,14.00,42.31,33.97,52.63,-0.14,0.11,17.00,42.79,36.84,47.85,-0.24,0.11,17.00,39.42,34.93,46.89,-0.29,0.11,17.00,39.42,33.01,45.45,-0.34,0.11,17.00,35.55,30.66,43.87,-0.23,0.11,17.00,39.81,34.91,48.58,-0.28,0.11,18.00,38.97,32.24,46.26,-0.30,0.11,18.00,39.91,33.18,45.33,-0.24,0.10,18.00,41.78,35.05,46.73,-0.17,0.12,14.00,42.36,35.29,49.51,-0.18,0.12,14.00,41.87,35.29,48.53
KIRIBATI,KIR,1.15,0.40,2.00,85.58,63.64,100.00,1.16,0.36,2.00,87.02,66.03,100.00,1.13,0.36,2.00,85.10,64.59,99.52,1.08,0.30,2.00,81.73,65.07,99.52,0.97,0.31,2.00,78.37,61.24,96.17,0.53,0.28,3.00,64.42,51.20,80.38,0.25,0.28,3.00,58.17,41.63,70.81,0.74,0.24,3.00,70.19,56.94,86.12,0.68,0.23,3.00,68.75,56.94,82.30,0.78,0.23,3.00,70.19,58.85,86.60,0.69,0.23,4.00,68.25,56.60,82.55,0.68,0.23,4.00,68.72,56.60,81.60,0.86,0.23,4.00,74.65,63.55,89.72,0.82,0.24,4.00,71.83,61.68,88.32,0.84,0.23,4.00,73.24,62.62,89.72,0.99,0.25,2.00,76.85,67.65,94.61,1.02,0.24,2.00,77.83,68.63,95.10
"KOREA, DEM. REP.",PRK,-1.94,0.24,4.00,0.96,0.00,7.18,-2.11,0.26,4.00,0.00,0.00,3.83,-2.13,0.25,4.00,0.00,0.00,3.83,-2.13,0.19,6.00,0.00,0.00,1.91,-2.23,0.19,6.00,0.00,0.00,1.44,-2.10,0.18,8.00,0.48,0.00,2.39,-2.20,0.18,8.00,0.48,0.00,2.39,-2.29,0.15,8.00,0.00,0.00,1.91,-2.20,0.15,8.00,0.00,0.00,2.39,-2.19,0.15,8.00,0.00,0.00,2.39,-2.24,0.15,8.00,0.00,0.00,2.83,-2.19,0.15,8.00,0.00,0.00,2.83,-2.21,0.15,8.00,0.00,0.00,2.34,-2.20,0.14,8.00,0.94,0.00,2.34,-2.21,0.14,8.00,0.00,0.00,1.87,-2.13,0.15,5.00,0.99,0.00,2.94,-2.15,0.15,6.00,0.49,0.00,2.45
"KOREA, REP.",KOR,0.62,0.22,6.00,65.87,58.37,76.56,0.54,0.23,6.00,64.90,53.11,75.12,0.56,0.22,7.00,64.90,55.50,75.12,0.69,0.17,9.00,68.75,60.29,75.12,0.66,0.17,9.00,67.31,58.85,75.60,0.69,0.17,9.00,70.19,61.24,80.38,0.71,0.17,10.00,71.15,62.20,78.47,0.64,0.14,12.00,68.27,58.85,74.64,0.66,0.14,12.00,67.79,59.81,74.16,0.62,0.14,12.00,68.27,58.85,72.25,0.69,0.14,13.00,68.72,61.32,75.00,0.73,0.13,13.00,69.19,63.21,75.47,0.72,0.13,14.00,69.48,63.55,75.23,0.71,0.12,13.00,69.95,64.02,75.23,0.70,0.12,13.00,69.01,64.02,73.83,0.67,0.13,11.00,68.97,62.75,73.04,0.67,0.13,11.00,69.46,63.24,73.04
KOSOVO,KSV,-1.77,0.47,1.00,3.37,0.00,18.66,-1.33,0.43,1.00,11.06,0.96,31.10,-0.77,0.28,2.00,25.00,12.44,41.15,-0.52,0.27,2.00,34.13,20.57,45.93,-0.47,0.26,2.00,34.62,24.40,44.98,-0.45,0.31,2.00,35.10,20.57,51.20,-0.47,0.29,3.00,33.17,22.49,51.20,-0.57,0.24,4.00,30.77,21.53,42.58,-0.32,0.18,5.00,36.54,30.14,47.37,-0.32,0.18,5.00,37.98,29.19,48.33,-0.11,0.18,7.00,44.55,34.43,55.19,-0.20,0.15,8.00,41.23,34.91,50.94,-0.25,0.15,8.00,40.38,31.31,49.07,-0.24,0.15,8.00,41.31,33.64,50.00,-0.27,0.14,7.00,40.85,31.31,47.66,-0.23,0.15,6.00,40.89,32.84,49.51,-0.18,0.15,6.00,41.38,33.82,50.00
KUWAIT,KWT,-0.20,0.22,5.00,44.23,31.58,54.55,-0.27,0.23,5.00,42.79,30.14,52.63,-0.24,0.23,5.00,43.75,30.14,52.15,-0.35,0.20,7.00,40.38,28.23,48.33,-0.42,0.20,6.00,36.06,26.32,44.98,-0.29,0.18,7.00,39.90,30.14,49.76,-0.49,0.17,9.00,32.21,26.79,40.19,-0.55,0.14,11.00,31.25,25.36,36.84,-0.52,0.14,11.00,31.73,27.75,37.32,-0.52,0.14,11.00,31.73,27.75,38.76,-0.46,0.14,11.00,33.65,29.72,41.04,-0.51,0.13,11.00,31.28,29.25,37.26,-0.54,0.14,10.00,30.52,27.10,37.38,-0.63,0.13,10.00,29.11,24.77,35.51,-0.65,0.13,10.00,28.17,23.83,33.64,-0.65,0.14,8.00,29.56,24.02,34.31,-0.65,0.14,7.00,28.57,24.51,33.82
KYRGYZ REPUBLIC,KGZ,-0.82,0.30,3.00,22.60,11.96,40.67,-0.82,0.30,3.00,25.00,11.96,40.19,-1.12,0.24,4.00,16.83,8.13,26.79,-1.02,0.18,6.00,19.71,12.44,26.32,-1.06,0.18,6.00,21.15,10.05,26.32,-1.00,0.19,7.00,19.23,9.57,27.27,-0.81,0.19,8.00,25.00,15.31,32.06,-0.74,0.14,11.00,27.40,21.53,32.54,-0.95,0.14,12.00,20.67,14.35,28.71,-1.08,0.14,12.00,17.79,10.53,25.36,-1.00,0.14,12.00,19.91,12.74,28.77,-0.96,0.14,12.00,20.38,13.68,28.77,-0.73,0.14,12.00,28.17,21.50,31.31,-0.64,0.13,12.00,28.17,24.77,33.64,-0.56,0.13,12.00,30.05,27.10,36.92,-0.49,0.14,10.00,32.02,28.43,39.22,-0.47,0.14,10.00,31.53,27.94,39.71
LAO PDR,LAO,-0.94,0.30,3.00,20.19,8.61,34.93,-1.13,0.30,3.00,14.90,3.83,30.62,-1.13,0.30,3.00,16.35,4.78,30.14,-1.71,0.20,5.00,3.37,0.48,10.53,-1.82,0.20,5.00,2.40,0.48,8.61,-1.53,0.19,7.00,6.73,1.91,15.31,-1.62,0.20,7.00,5.77,2.39,10.05,-1.67,0.13,9.00,6.73,2.87,8.61,-1.65,0.14,9.00,5.77,3.83,9.09,-1.65,0.13,9.00,4.81,3.83,10.05,-1.64,0.13,10.00,5.69,3.30,9.43,-1.62,0.12,10.00,5.69,3.77,9.43,-1.62,0.12,10.00,5.16,3.74,8.88,-1.58,0.13,10.00,5.63,3.74,10.28,-1.59,0.12,11.00,4.69,3.27,9.35,-1.65,0.15,8.00,4.43,2.45,9.31,-1.67,0.15,7.00,4.43,2.45,9.31
LATVIA,LVA,0.63,0.26,4.00,66.35,55.50,82.30,0.76,0.23,5.00,70.67,59.81,86.12,0.67,0.22,6.00,68.27,57.89,79.90,0.81,0.18,7.00,72.60,63.64,83.73,0.74,0.17,8.00,70.19,61.24,80.38,0.69,0.17,8.00,69.71,61.24,80.38,0.77,0.18,8.00,72.12,63.64,83.25,0.82,0.15,9.00,74.04,64.59,83.73,0.81,0.14,10.00,71.63,66.03,80.38,0.75,0.14,10.00,69.71,62.68,76.56,0.84,0.14,11.00,71.56,67.92,82.55,0.77,0.14,10.00,70.14,65.09,76.42,0.71,0.14,10.00,69.01,63.55,75.23,0.75,0.13,10.00,70.89,64.95,77.10,0.74,0.13,11.00,70.42,65.42,76.64,0.83,0.14,9.00,71.92,67.65,79.90,0.82,0.14,9.00,72.91,68.14,80.88
LEBANON,LBN,-0.29,0.23,4.00,41.35,28.23,53.11,-0.36,0.25,4.00,38.46,26.32,51.67,-0.29,0.24,4.00,42.31,27.75,51.67,-0.72,0.17,8.00,26.44,20.10,37.80,-0.55,0.17,7.00,31.73,25.84,39.71,-0.43,0.16,9.00,35.58,26.79,44.50,-0.29,0.17,9.00,39.42,30.14,50.24,-0.41,0.13,12.00,33.65,30.62,41.15,-0.50,0.13,13.00,32.69,29.19,37.32,-0.46,0.13,13.00,34.13,28.71,41.63,-0.38,0.12,14.00,35.07,30.19,41.98,-0.35,0.11,15.00,35.07,30.19,42.45,-0.42,0.11,16.00,34.27,28.97,40.65,-0.41,0.11,15.00,34.74,29.44,41.59,-0.44,0.11,15.00,33.33,28.50,41.59,-0.46,0.13,12.00,33.50,28.43,39.22,-0.48,0.13,11.00,31.03,27.94,38.24
LESOTHO,LSO,-0.53,0.30,3.00,32.69,17.70,51.20,-0.74,0.33,2.00,27.40,11.96,43.54,-0.35,0.27,4.00,39.42,24.40,51.67,-0.01,0.24,5.00,48.56,39.23,58.85,0.05,0.22,6.00,48.08,39.71,60.77,-0.14,0.23,7.00,45.19,33.01,56.46,-0.16,0.22,7.00,45.19,31.10,56.94,0.15,0.17,9.00,52.88,44.02,59.33,-0.02,0.15,10.00,47.12,38.28,55.02,-0.11,0.15,10.00,45.19,35.41,53.11,-0.12,0.15,10.00,44.08,35.38,53.30,-0.14,0.15,10.00,43.13,34.91,52.83,-0.12,0.14,10.00,45.07,35.98,54.21,0.05,0.14,11.00,52.11,43.93,57.48,0.09,0.13,12.00,54.46,44.86,57.94,0.11,0.14,10.00,50.74,44.12,59.80,0.08,0.14,9.00,50.25,42.65,58.82
LIBERIA,LBR,-1.49,0.24,4.00,8.17,2.39,15.79,-1.02,0.26,4.00,18.27,8.61,32.06,-1.16,0.23,5.00,13.94,7.18,24.88,-1.38,0.18,7.00,10.58,3.83,18.18,-1.53,0.17,7.00,7.69,2.87,14.35,-1.31,0.19,8.00,11.06,5.74,19.14,-0.38,0.19,8.00,36.06,27.27,47.85,-0.23,0.14,10.00,39.90,33.01,46.41,-0.20,0.13,12.00,42.31,35.41,47.85,-0.25,0.13,14.00,41.35,33.49,47.37,-0.20,0.12,15.00,41.71,34.43,48.58,-0.26,0.11,15.00,38.86,34.91,47.64,-0.31,0.11,16.00,37.56,31.31,44.86,-0.35,0.11,18.00,36.62,31.78,43.93,-0.43,0.10,18.00,34.27,29.44,41.59,-0.31,0.12,13.00,38.42,31.86,44.61,-0.26,0.12,14.00,38.92,31.86,46.57
LIBYA,LBY,-1.40,0.22,5.00,9.13,3.83,17.70,-1.59,0.23,5.00,5.77,1.44,12.92,-1.59,0.21,6.00,5.29,1.91,12.44,-1.79,0.17,8.00,2.40,0.48,8.13,-1.76,0.16,8.00,3.85,0.96,8.61,-1.80,0.15,10.00,2.88,0.96,6.22,-1.88,0.15,10.00,2.40,1.44,5.74,-1.94,0.12,10.00,2.40,0.96,4.78,-1.90,0.12,11.00,2.40,1.44,5.26,-1.88,0.12,11.00,3.37,1.44,4.31,-1.86,0.12,12.00,2.84,2.36,4.25,-1.89,0.12,12.00,2.84,1.42,4.72,-1.56,0.12,10.00,6.10,4.21,10.75,-0.94,0.12,12.00,20.66,15.89,26.64,-1.01,0.11,13.00,19.25,14.95,24.77,-1.13,0.13,10.00,16.75,10.29,23.53,-1.37,0.13,8.00,9.85,4.90,16.67
LIECHTENSTEIN,LIE,1.54,0.30,3.00,96.15,79.90,100.00,1.50,0.30,3.00,96.15,77.51,100.00,1.50,0.30,3.00,95.19,78.95,100.00,1.31,0.27,3.00,91.35,72.73,100.00,1.33,0.27,3.00,93.27,75.12,100.00,1.39,0.28,3.00,90.87,78.95,100.00,1.45,0.28,3.00,93.27,79.90,100.00,1.25,0.24,3.00,90.87,74.64,100.00,1.31,0.23,3.00,91.83,75.12,100.00,1.34,0.23,3.00,92.31,76.56,100.00,1.53,0.18,4.00,97.63,90.09,100.00,1.58,0.18,4.00,98.10,91.51,100.00,1.56,0.17,4.00,96.71,91.59,100.00,1.49,0.16,5.00,95.77,88.32,99.53,1.47,0.16,5.00,95.77,89.25,99.53,1.37,0.18,3.00,93.10,80.88,99.51,1.36,0.18,3.00,93.60,80.88,99.51
